Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
106136394376777,Idan Yakov,Rama Yarimi,4189,39
121179420924897,המשאל של ישראל,הביתה,3793,35
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,3618,16
104743111658191,Ron Ben Shushan,רון בן שושן,1874,3
103907495935157,צו חירום,צו חירום,1849,20
1073548259341247,לובי 99,לובי 99,1768,1
175285029214345,הציונות הדתית,ציונות דתית,1371,3
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,1319,2
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,1302,9
102548956115520,תקומה 23 - להיות עם יהודי בארצנו,תורת לחימה,1149,10
325048350950892,רמי גרינברג,עיריית פתח תקוה,1046,33
100230935579742,מתחת לרדאר,מתחת לרדאר,1020,3
604890186681585,מור ויצמן,Mor Weitzman,1015,22
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,1000,3
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,935,48
203379449685023,לוחמים לשלום,לוחמים לשלום,921,4
204780362875106,מקור ראשון,מקור ראשון,785,103
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",762,26
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,709,6
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,704,3
103851895179872,אמהות לביאות,Nataly Milner,662,3
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,552,8
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,551,4
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,498,50
256546887847232,עיריית רמת גן,עיריית רמת גן,491,2
1099335593559205,כנס החירות FreedomCon,THE OBJECTIVIST FREEDOM CENTER LTD. (CC),463,9
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",436,6
106895605678077,מחאת המילואימניקים,מילואימניקים,419,3
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,415,42
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,363,1
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,363,3
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,360,5
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,344,1
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,342,2
500238833397356,ציפי ברנד,ציפי ברנד,339,2
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,335,3
103979465980614,מתווה העם,מתווה העם,330,2
116194014677604,עופר סלע. ממשיכים את התנופה ביואב,Ofer Sela,325,2
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,316,29
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,314,1
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,312,16
767262423350854,פורום הדיור הציבורי,Danny Gigi,293,2
172654247853282,Shenhav musanbar,Shenhav Musanbar,289,4
205153712969285,מרצ רמת גן,מרצ רמת גן,287,3
115028251920872,זהבה גלאון Zehava Galon,צו חירום,279,4
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,267,2
114190047078119,היוזמה לצמצום הסכסוך,היוזמה לצמצום הסכסוך,262,2
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,254,3
113605434994253,דודו כהן לראשות עיריית טירת כרמל,כד למועצת העיר טירת הכרמל,249,2
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,248,7
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,248,3
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,240,3
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",230,9
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",226,6
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,214,5
105907482438233,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,שלומית שיחור רייכמן,207,2
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,206,2
849824028408565,תנועת אם תרצו,תנועת אם תרצו,198,3
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,198,3
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,188,2
