Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
740116816003959,Western Cape Government,Western Cape Government,8385,59
102268322635915,The Finance Daily,The Finance Daily,6152,6
57206003848,Greenpeace Africa,Greenpeace Africa,1371,2
136956534616,Times LIVE,TimesLIVE,1160,25
116657351312927,Pledge To Vote SA,Pledge to Vote,773,29
6011868110,Democratic Alliance,Democratic Alliance,708,2
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,645,14
200480966638039,Supremacy 1914,These ads ran without a disclaimer,506,2
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,426,2
1546732062235656,Macsteel Service Centres SA - Pty Ltd,These ads ran without a disclaimer,413,1
1742410059361710,AwakeMzansi,Awake Mzansi,374,1
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,282,8
144985128871748,City of Cape Town,City of Cape Town,278,3
2145594122138312,Action Society,Action Society,248,18
107169379305548,TLU SA,TLU SA,246,6
106172744063430,The Daily Friend,The Daily Friend,243,15
181204251979581,NEASA,National Employers' Association of South Africa,230,7
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,182,6
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),166,1
102265308016316,Al Jama-ah,Al Jama-ah,163,2
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,133,2
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,124,2
446648162438519,Thisisacumen,Acumen Media Management,110,2
817419378298114,Herman Mashaba,ActionSA,110,1
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,104,5
112933978402440,Zackie2024,ZA2024,≤100,2
111326403969815,DA Nelson Mandela Bay,Democratic Alliance,≤100,1
2215254718532346,Democratic Alliance - Northern Areas,Democratic Alliance,≤100,1
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100,1
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100,8
108598475453977,LAFASHIONA,These ads ran without a disclaimer,≤100,1
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100,5
629021617133721,Judges Matter,Judges Matter,≤100,5
1442286572460668,Inside Education,These ads ran without a disclaimer,≤100,1
1442286572460668,Inside Education,Inside Education,≤100,1
1408620202688442,DA Mosselbaai Wyk 8,"Coetzee, Lodewyk Juan",≤100,2
107135628125527,Hydrafacial SA,These ads ran without a disclaimer,≤100,1
618787431488714,Democratic Alliance Youth Free State,Democratic Alliance Free State,≤100,5
464995487566815,The Performance Agency,The Performance Agency,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
367090596695704,LitNet,These ads ran without a disclaimer,≤100,1
2420268291542853,China Resources Group,These ads ran without a disclaimer,≤100,2
108176937713878,AbafaziPhambili,AbafaziPhambili,≤100,1
101899551511133,Grootskole,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
1669288836550501,Christian Kumakinga,These ads ran without a disclaimer,≤100,2
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100,1
15713980389,MTV UK,These ads ran without a disclaimer,≤100,1
100986682076090,International women Parliament - IWP,These ads ran without a disclaimer,≤100,1
462680307174451,Lightborn,These ads ran without a disclaimer,≤100,1
435381440344317,Dylan Ogline,These ads ran without a disclaimer,≤100,1
108626965505621,House of HIGH Sports,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
