Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
126567104406,Hyresgästföreningen,Hyresgästföreningen,22088,56
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,21629,20
151159271594797,Systembolaget,Systembolaget,17149,5
608975645850217,Vattenfall,Vattenfall Sverige,15287,21
72659261793,Rädda Barnen,Rädda Barnen,14533,81
111630258867610,Röda Korset,Röda Korset,11165,24
237813956289260,Maskrosbarn,Maskrosbarn,8485,11
95735961890,Greenpeace Sverige,Greenpeace Sverige,8007,188
369582590803,Dagens ETC,ETC-tidningarna,7740,37
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,7176,6
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6564,24
643137272398136,Sverige för UNHCR,Sverige för UNHCR,5954,19
382243262003,Plan International Sverige,Plan International Sverige,5571,16
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,4722,48
279974638809211,Oxfam Sverige,Oxfam Sverige,4047,12
109886133732943,RESCUE - Sverige,RESCUE - Sverige,3934,1
162985227114132,Skellefteå Kraft,Skellefteå Kraft,3917,12
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,3838,40
186513678039755,Fortum,Fortum Sverige,3606,26
115317275164993,RFSU,RFSU,3188,5
205373616736,Avfall Sverige,Avfall Sverige,2855,8
42676805259,Diakonia,Diakonia,2766,10
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,2493,5
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,2406,5
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,2367,7
178193355556765,Nordström Assistans AB,Nordström Assistans AB,2149,6
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2148,37
161213770567846,Operation Smile Sverige,Operation Smile Sverige,2079,8
236879092476,Håll Sverige Rent,Håll Sverige Rent,2009,28
440345132668081,UL,UL,1975,1
379686162129542,Svea Bank,Svea Ekonomi,1942,7
195379633820701,Svenskt Kött,Svenskt Kött,1738,26
234172635050,Forum för levande historia,Forum för levande historia,1573,5
314872662206,Ekonomifakta,Ekonomifakta,1564,75
59324455950,UNICEF Sverige,UNICEF Sverige,1410,5
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,1404,4
150909028299502,Jernkontoret,Jernkontoret,1317,5
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1220,1
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,1205,8
899603916845362,JAG Personlig assistans,JAG Personlig assistans,1065,3
129841741852473,Folkhälsodalen,Folkhälsodalen,1028,12
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1021,26
153270724787,Amnesty International Sverige,Amnesty International Sverige,1013,13
109609604086656,Vejpkollen.se,Vejpkollen.se,969,2
37267060518,Världens Barn,Världens Barn,934,7
179931025357058,Kommunal,Kommunal,886,5
104902269544771,SLU,"SLU, Sveriges lantbruksuniversitet",868,2
676246449160270,Sverigedemokraterna,Sverigedemokraterna,820,7
103296115466644,Skattenytta,Kommissionen för Skattenytta,790,10
261455205686,LRF,LRF,769,2
1422453991349793,Akademi Norr,Akademi Norr,750,1
12690894340,Centerpartiet,Centerpartiet,739,13
171919835807,TCO,TCO,726,7
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,691,2
181590825305317,COWI Sverige,COWI Sverige,684,10
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,676,24
237146235237,Timbro,Tankesmedjan Timbro,671,54
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,655,16
145758139223726,Örnsköldsviks kommun - Mitt Örnsköldsvik,These ads ran without a disclaimer,635,1
518144408210153,Våra barns klimat,Våra barns klimat,606,4
166406746310,Resumé,Resumé,587,2
306583979393918,Fredens Hus,Fredens Hus,543,13
328754490337,Vårdförbundet,Vårdförbundet,535,24
107898832590939,European Commission,European Commission,522,2
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,498,18
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,495,2
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,489,1
732284166977797,Odlarna.se,Odlarna.se,485,4
347852331958080,En Företagares Vardag,En Företagares Vardag,483,8
356032977210,Vi-skogen,Vi-skogen,483,12
343591900666,Gröna Lund,The Amazing Society,482,1
296423575695,Afrikagrupperna,Afrikagrupperna,473,3
1042091032500520,Kvartal,Kvartal,473,7
18880778360,ActionAid Sweden,ActionAid Sweden,453,1
1633181116933852,SvD Junior,SvD Junior (SvD),451,16
212604496324,Fackförbundet ST,Fackförbundet ST,442,31
312084019369,Dagens Medicin,Dagens Medicin,439,1
245214805905370,Konkret,Opulens Förlag AB,419,9
143140665862271,Moderaterna Umeå,Moderata kretsen Umeå,415,3
163820136238,LO Sverige,Landsorganisationen Sverige,411,7
273053169937029,ClimateHero,ClimateHero,400,7
1267325956645384,Bonzi,Bonzi,395,3
173745622660246,Bring Sverige,Bring Sverige,394,1
539297539496434,Dagens Samhälle,Dagens Samhälle,371,1
7719591155,Moderaterna,Moderaterna,371,21
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,370,2
108492218918,IF Metall,IF Metall,353,2
355819811185620,Arba Kokalari,Moderaterna,348,1
965458110149319,Byggindustrin,Byggindustrin,340,1
113710601984970,Barnfonden,Barnfonden,337,2
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,331,12
162033074541,Södertörns högskola,Södertörns högskola,327,18
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,323,5
1292941027470473,Tillsammans för regionens utveckling,Region Västerbotten,322,2
8040892957,Socialdemokraterna,Socialdemokraterna,317,23
189886914377536,Socialdemokraterna i Linköping,Socialdemokraterna i Linköping,313,3
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,297,1
473182566110689,Inre Kraft - Personlig Assistans & Hemtjänst,Inre Kraft - Personlig Assistans & Hemtjänst,292,1
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,291,5
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,290,8
465428396919164,Socialdemokraterna i Sollentuna,Socialdemokraterna i Sollentuna,284,1
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,282,2
226810677402741,Centerpartiet i Jönköpings län,Centerpartiet Jönköpings län,278,2
133681391993,Socialdemokraterna i Göteborg,Socialdemokraterna i Göteborg,262,5
438898396197654,Länsstyrelsen Jämtlands län,Länsstyrelsen Jämtlands län,261,2
277520678945640,Svenskt Näringsliv Halland,Svenskt Näringsliv,255,7
106579105171694,ETC nyhetsmagasin,ETC Media AB,251,1
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,248,5
111699453757094,Soft Towel Games,These ads ran without a disclaimer,244,3
253510692370,Arbetaren,Arbetaren,241,2
306507932750972,Socialdemokraterna i Uddevalla,Socialdemokraterna i Uddevalla,229,3
223302541061447,Nema Problema,Nema Problema,227,11
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,227,3
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,226,5
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,225,8
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv Värmland,222,6
250421669832,Tekniska verken,Tekniska verken,221,4
650986664955228,"Myndigheten för ungdoms- och civilsamhällesfrågor, MUCF","Myndigheten för ungdoms- och civilsamhällesfrågor, MUCF",219,4
