Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,241631,9
116039188209698,Presidenta 2024 Mx,Presidenta 2024 Mx,54968,34
105680459199480,La Nueva Nota,La Nueva Nota,46398,48
101498485926583,El Monarca,El Monarca,39987,32
120965900993972,El Escaparate,El Escaparate,39895,64
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,38932,22
100106186455988,De Todo Noticias,De Todo Noticias,38262,36
104745382187531,The Times Mexico,The Times Mexico,36607,32
1520610478183053,Badabun,Badabun,35296,9
608771779295909,Estamos Unidos. Que siga López,Estamos Unidos. Que siga López,34839,7
115942954883881,México Rumbo 2024,México Rumbo 2024,31885,24
107793448707132,The Guardian Mexico,The Guardian Mexico,31582,32
108997325555128,México Actúa,México Actúa,30494,28
104502545545325,El Sol de América,El Sol de America,26363,15
110607145423901,Proyecto Transformación 2024,Proyecto Transformación 2024,26060,20
119813324392503,Latitud Cero,Latitud Cero,22592,24
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,22397,10
900777433370449,Luis Cházaro,Luis E. Cházaro,21846,37
112686508495467,Información libre,Información libre,20369,26
116013104730058,México en el Mundo.,México en el Mundo.,19825,8
378957422257023,Bealieversmx,Bealieversmx,16910,6
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,16490,20
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,16420,78
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,15861,5
100450146421198,Origen Noticias,Origen Noticias,15406,5
56713285274,Greenpeace México,Greenpeace México,15094,100
107023921828322,Diario,Diario,14848,8
1613868898897076,Waldo Fernández González,Waldo Fernández González,14483,12
120145884414301,MX Al Día,Mx Al Día,14413,7
113204251796086,Visión México Noticias,Visión México Noticias,13377,50
119850181097405,Tu Capital News,Tu Capital News,13287,18
122923777452275,PolyMetrics,PolyMetrics,13162,18
105097171575007,La LOCAL Mx,La LOCAL Mx,12332,6
108687728744220,Caribe Noticias,Caribe Noticias,12056,6
120475107640369,La Realidad de hoy,La Realidad de hoy,11881,5
239726076054918,Partido del Trabajo México,Partido del Trabajo México,11207,18
102724752608138,Mexiquenses Unidos con Adán,Mexiquenses Unidos con Adán,11096,14
465531963489973,Verónica Delgadillo,Verónica Delgadillo,10416,8
936003293273572,Nexo Político,Nexo Político,10295,11
611053902572622,Focus Mx,Focus Mx,10267,11
102281232785079,Noticias del Mundo,Noticias del Mundo,9859,7
242334769225146,Sergio Salomón Céspedes Peregrina,Sergio Salomón Céspedes Peregrina,9326,7
110202035047513,Héctor Castillo,Hector Castillo Olivares,9314,6
285058928236909,Mauricio Vila,Mauricio Vila,9236,68
350508488860,Renán Barrera,Renán Barrera,9197,37
102265631123832,Gobierno de Puebla,Gobierno de Puebla,9191,8
449095701815347,Salvador Zamora,Salvador Zamora,9096,15
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,8942,14
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,8353,9
102341426216399,En Campaña Mx 2024,En Campaña Mx 2024,8315,9
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,7306,46
109014064745197,Juventudesgto,Juventudesgto,7158,16
186073704903313,México elige,México Elige,6790,18
195400400486017,Antena San Luis,Antena San Luis S de RL de CV,6319,2
109634395756375,Save the Children México,Save the Children México,6165,15
151179508344862,Toño Ixtláhuac,Toño Ixtláhuac,5913,5
183751562214729,David Cortés,David Cortés,5723,3
2358541921044793,El Diario - Norte,El Diario - Norte,5593,2
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,5519,7
120923597592109,Hoy Sí Mx,Consejo de la Comunicación,5440,25
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,5432,47
102084795217656,Cuatro T,Cuatro T Noticias,5357,4
350920255340786,Hablemos bien de México,Hablemos bien de México,5118,6
803041666459797,Enrique de la Madrid,Enrique de la Madrid,5108,37
149012365179945,Pelon Pelo Rico,These ads ran without a disclaimer,5091,1
279469625434543,Paco Cienfuegos,Paco Cienfuegos,5014,34
112057583931467,Morena Campeche,Morena Campeche,4998,2
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,4896,47
110401602060833,Noticias 32,Noticias32,4780,7
321000808062549,Chucho Pérez Ballote,Chucho Pérez Ballote,4688,35
308102266010810,Nadia Navarro,Nadia Navarro,4685,16
105388525951465,Bajío Informativo,Bajío Informativo,4451,4
1044005875633479,Manuel Guerra Cavazos,Manuel Guerra Cavazos,4328,7
111094778258609,Chema Martínez,Chema Martínez,4279,12
923633637651202,Morena Sí,Morena Sí,3968,47
101467245317777,Resistencia Obradorista,Resistencia Obradorista,3702,2
107003701683545,Migra Noticias,Migra Noticias,3629,60
105330142544071,Amigos de Adán Augusto,Los Amigos de Adan Augusto,3461,18
231602417391989,Janecarlo Lozano,Janecarlo Lozano,3439,6
312685741710,H. Ayuntamiento de Puebla,Servicios Profesionales Casimlo,3434,40
171494803269262,Noticias México,Noticias México,3422,2
264773293005,Marko Cortés,Marko Cortés,3315,2
458859544909547,DICES,DICES,3256,22
104680124489636,Demoscopia Digital,Demoscopia Digital,3239,15
106730362488445,Corazón Morenista,Corazon Morenista,3225,17
110221077952772,Cadenas Noticias,Cadenas Noticias,3188,2
112193307898373,Electoralia Veracruz,Electoralia Veracruz,3160,34
669306863144908,Alberto Esquer,Fernando Esquer,3142,9
362430908370,Aeromexico,Aeromexico,3094,1
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,3070,2
117021274685366,Futuro FEM,FEM MEDIA,3066,9
1577134115646205,Lupita Murguía,Lupita Murguía,3062,10
669306863144908,Alberto Esquer,Moisés González,3061,3
107004808770959,Las Noticias,Las Noticias,3029,2
219668194797769,Encuestas en México,Encuestas en México,2994,4
122404620204,Oxfam México,OXFAM MEXICO AC,2974,2
303184083041100,Gobierno del Estado de Yucatán,Gobierno del Estado de Yucatán,2935,27
103182562158410,Ignacio Mier Velazco,Ignacio Mier Velazco,2898,12
48966795116,Amnistía Internacional México,Amnistía Internacional México,2858,21
1874397736161441,Manuel Gálvez,Manuel Gálvez,2843,15
107394585685851,Del Lado De Mario,Del Lado De Mario,2817,10
289568107808375,UVEG Universidad Virtual del Estado de Guanajuato,Ads Project Media,2767,7
837607596288104,Eliseo Fernández Montufar,Community Manager,2765,5
236254476579304,Enrique Vargas Del V.,Enrique Vargas Del V.,2756,15
493453457351145,Coparmex Nacional,Coparmex Nacional,2719,107
104773258848361,Margarita González Saravia,Margarita González Saravia,2706,5
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,2704,33
359377594558289,Prensa Asociada,Prensa Asociada,2698,6
162949857103721,Gobierno Colima,Gobierno Colima,2645,28
120544204635995,Gobierno de Baja California,Gobierno de Baja California,2598,4
261548570655865,Juan Angel Flores Bustamante,Juan Angel Flores Bustamante,2536,3
351692528718078,GobernArte,GobernArte,2504,33
103747299357893,Mario Delgado Fans,Grupo Delgado Fans,2492,6
105787218926256,Resistencia Obradorista - Lucha y Patria,Resistencia Obradorista - Lucha y Patria,2456,2
1095948597209125,Grupo Financiero Banorte,Banco Mercantil del Norte,2456,40
110424554200976,Rafaga Informativa,Ráfaga Informativa,2448,2
100470651899769,El Conservador,El Conservador,2430,2
115754618257305,Mx Al Instante,Mx Al Día,2419,4
114334086978029,Cronica Digital,Crónica Digital,2386,2
117808668000040,La Gaceta México,La Gaceta México,2385,2
504375926270136,Noticiero Libre Chiapas,noticierolibrechiapas.com.mx,2380,1
115767221394318,Las Primeras Noticias,Las Primeras Noticias,2347,3
180425288675416,Manuel Rodríguez González,Manuel Rodríguez González,2325,26
1422169704755958,Alfredo Ramírez Bedolla,Alfredo Ramírez Bedolla,2288,6
208034812558425,Solo-Opiniones,Solo-Opiniones,2282,2
264390613659850,Adrián Rubalcava Suárez,Adrian Rubalcava,2238,3
408336229257978,El Ciudadano Jalisco,Movimiento Ciudadano Jalisco,2190,2
174058432636166,El Deforma,El Deforma,2174,1
107886665569426,Ignacio Segura Morquecho,Ignacio Segura Morquecho,2161,15
428903227172775,AyuntaMÉRIDA,AyuntaMÉRIDA,2134,14
1621607258157280,Noticias - Sur de México,Noticias Sur,2128,2
161020766408,Gobierno del Estado de Querétaro,Gobierno del Estado de Querétaro,2102,8
395853843856495,Pedro Rodríguez Villegas,Pedro Rodríguez Villegas,2035,51
1250751485006046,Secretaría de Seguridad Ciudadana de Q.Roo,Secretaría de Seguridad Ciudadana de Q.Roo,2005,2
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,1970,2
103650262016070,PULSO Público,Pulso Público,1962,4
106834998050352,Edgar Ocampo,Edgar Ocampo,1956,3
427137767353498,Clemente Castañeda,Clemente Castañeda H,1954,2
192366194179807,León Municipio,León Municipio,1954,3
254852601222832,Cemex México,CEMEX México,1933,14
116628764816839,Punto Morena,Punto Morena,1927,6
164183347562623,Denuncia México,euthenics,1918,7
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Estudios de Opinión Pública by Demoscopia Digital,1871,21
102351485932912,Contraste Norte,Contraste Norte,1845,2
105236341926666,Meridiano News,El Meridiano News,1830,15
103599104583822,Andrés Mijes,Harman Consultores,1803,2
104612062684147,Por La Cuarta Transformación,Por la 4T,1741,6
133456004138972,Romina Contreras,Romina Contreras,1724,7
101267031439463,Voz de las Empresas,Consejo de la Comunicación,1717,15
1452189031676518,Hyundai México,HYUNDAI MEXICO,1667,2
148649368616330,Pepe Chedraui,Pepe Chedraui,1655,10
102864378311529,Hoy en México,Hoy En México,1622,1
380359428810682,Mexicanos Traidores,Mexicanos Traidores,1615,1
109854164270687,México Noticias,México Noticias,1599,1
100521419729112,Conexión Política,Mx Al Día,1582,4
751922784866960,Alejandro Armendariz,Alejandro Armendariz,1580,8
106551728748819,Opinia,Opinia,1577,14
102107279495045,Las netas,LASNETAS.ORG,1576,7
108819392526809,Partido Acción Nacional,Partido Acción Nacional,1521,4
620611228034083,Rabindranath Salazar Solorio,Rabindranath Salazar Solorio,1505,25
107727682047392,XunMexicodeverdad,XunMexicodeverdad,1495,11
110509207026148,De Chingadazo Morelos,De Chingadazo Morelos,1495,2
101672056012176,Blood pressure control,These ads ran without a disclaimer,1489,24
117676694619099,Sala Capitalina,Sala Capitalina Media,1481,18
924215500923867,Lucy Meza,Lucy Meza,1439,7
2254153318173594,Informate Campeche,Informa campeche,1437,1
112524454757434,MX Informa,Mx Al Día,1417,5
697622430420733,Zurda,Zurda,1403,3
100867376619769,Xóchitl Gálvez Ruiz,Xóchitl Gálvez Ruiz,1403,15
170761873343298,Tecutli Gómez,Tecutli Gomez,1398,8
100366512516352,Víctor Mercado,Víctor Mercado,1385,23
555207734563075,Policía de Guadalajara,Gobierno de Guadalajara,1385,42
102467026141414,Playas Mexico,Playas Mexico,1370,2
1548400965478920,Agencia de Movilidad del Estado de Querétaro,Agencia de Movilidad del Estado de Querétaro,1369,13
503029186533760,Osoigo México,Osoigo México,1362,42
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,1362,4
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,1358,2
361036630742937,La Política Online MX,La Política Online MX,1321,6
113421124123363,Informando 4Tamaulipas,Informando 4Tamaulipas,1316,2
151599265622637,Bertha Caraveo,Bertha Caraveo,1311,1
421877377878288,Municipio de Querétaro,Municipio de Querétaro,1305,4
100215376197287,Guerreros del voto,Guerreros del Voto,1304,7
1431026463848662,Darío Benítez,Jorge Alberto Lopez Jimenez,1295,7
961310490582166,FeliFer Macías,FeliFer Macías,1285,5
100262824860292,Guayabo Vengador,Guayabo Vengador,1282,4
107536035369123,Capital Noticias,Capital Noticias,1278,3
652818185335893,Notidiario Tuxtla,notidiariotuxtla.com,1275,1
100300525338662,Javier Mendoza Márquez,Javier Mendoza Márquez,1270,1
