Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,293
Bangkok,6472
Bueng Kan,≤100
Buriram,315
Chachoengsao,216
Chai Nat,≤100
Chaiyaphum,300
Chanthaburi,194
Chiang Mai,1433
Chiang Rai,323
Chon Buri,849
Chumphon,154
Kalasin,184
Kamphaeng Phet,275
Kanchanaburi,236
Khon Kaen,427
Krabi,150
Lampang,222
Lamphun,179
Loei,146
Lop Buri,168
Mae Hong Son,≤100
Maha Sarakham,208
Mukdahan,110
Nakhon Nayok,≤100
Nakhon Pathom,255
Nakhon Phanom,141
Nakhon Ratchasima,667
Nakhon Sawan,413
Nakhon Si Thammarat,416
Nan,114
Narathiwat,158
Nong Bua Lam Phu,≤100
Nong Khai,141
Nonthaburi,664
Pathum Thani,402
Pattani,177
Phangnga,≤100
Phatthalung,137
Phayao,104
Phetchabun,184
Phetchaburi,172
Phichit,122
Phitsanulok,337
Phrae,105
Phuket,211
Prachin Buri,160
Prachuap Khiri Khan,177
Ranong,≤100
Ratchaburi,315
Rayong,379
Roi Et,215
Sa Kaeo,102
Sakon Nakhon,493
Samut Prakan,321
Samut Sakhon,227
Samut Songkhram,≤100
Saraburi,192
Satun,≤100
Sing Buri,≤100
Sisaket,292
Songkhla,2411
Sukhothai,153
Suphan Buri,257
Surat Thani,373
Surin,292
Tak,124
Trang,170
Trat,≤100
Ubon Ratchathani,437
Udon Thani,326
Unknown,≤100
Uthai Thani,102
Uttaradit,≤100
Yala Province,145
Yasothon,675
