Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,5581,46
115835521825983,UNHCR Canada,UNHCR Canada,5273,128
203652059653094,Government of British Columbia,Government of British Columbia,3474,4
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,3161,53
113297740077607,Canadian Energy Centre,Canadian Energy Centre,3025,94
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,2514,25
104811292976689,SOS violence conjugale,SOS violence conjugale,2457,12
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,2369,6
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2147,75
6319213302,Heart & Stroke,Heart & Stroke,2061,47
261752512263,Canadian Red Cross,Canadian Red Cross,1789,15
160136850711053,CUPE Ontario,CUPE Ontario,1727,4
130286616989573,CECI - Centre d'étude et de coopération internationale,CECI - Centre d'étude et de coopération internationale,1675,19
109045051805492,Made The Canadian Way,Canadian Energy Centre,1593,8
163336718421,PSAC - AFPC,PSAC - AFPC,1404,42
2112106495731697,Wild First,Canadian Coastal Research Society,1359,26
168617319831578,Nature Canada,Nature Canada,1185,1
230448456985193,Elections Ontario,Elections Ontario,1127,4
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,1119,36
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1070,6
24235835555,Kids Help Phone,Kids Help Phone,827,60
139019864276,Oxfam Canada,Oxfam Canada,807,29
53321777320,Coeur + AVC,Coeur + AVC,803,33
633812813408377,Elections Canada,Elections Canada,799,24
1097840090260804,National Police Federation,National Police Federation,791,84
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,733,33
163261390365324,Elementary Educators,Elementary Educators,718,20
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,707,54
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,702,2
105833301076507,CUPE Local 38,CUPE Local 38,634,8
104853517861788,Surrey’s Say on Policing,National Police Federation,604,13
394745970602999,The Council of Canadians,The Council of Canadians,589,16
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,557,68
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,530,1
510183342342621,Bell MTS,Lavanya Rajaian,519,2
107385241806,Plan International Canada,Plan International Canada,497,9
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,493,12
117109432079,CAMH Foundation,CAMH Foundation,489,39
625254780822339,CUPE Manitoba,CUPE MB,489,6
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,485,17
195608229977,BC NDP,BC NDP,468,12
180862678644381,Ontario NDP,Ontario NDP,429,26
19750184960,Greenpeace Canada,Greenpeace Canada,404,182
184257548280251,Alberta's NDP,Alberta's NDP,400,42
114849617772737,Care2 Canada,Press Pause Collective,395,16
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,388,212
27234020592,UNICEF Canada,UNICEF Canada,373,8
1590219921201770,Élections Canada,Élections Canada,367,24
111064284385333,Notjustajob.ca,NotJustAJob.ca,367,20
901776976544599,RBC Wealth Management,RBC Wealth Management,361,4
177681485609462,Radio-Canada,Radio-Canada,350,24
47468265206,BC SPCA (BCSPCA),BC SPCA (BCSPCA),328,1
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,325,15
103947395932025,mstrishaaa,Trish Tsui Ting Ting Yeung,324,3
222322717930469,Government of New Brunswick,Government of New Brunswick,321,1
181701075182303,Crohn's and Colitis Canada,Crohn's and Colitis Canada,315,39
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,313,1
281999881613,World Vision Canada,World Vision Canada,312,11
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,301,4
104386908631938,Pathways Alliance,Pathways Alliance,297,6
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),296,6
203485052997041,Hospital Employees' Union,Hospital Employees' Union,294,4
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,290,23
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,283,195
256967407720183,LEO,Léger,282,30
33730130515,Metro Vancouver,Metro Vancouver,282,18
115184254813951,Défi GEStes,Emilie Gallant,262,41
7522587804,Green Party of Ontario,Green Party of Ontario,262,5
386234648495459,Home Care Ontario,Home Care Ontario,259,19
1583430205202800,City of Toronto,City of Toronto - Your Local Government,255,1
123279994379030,Participaction,ParticipACTION,253,20
152467601467262,BMO Groupe financier,BMO Financial Group,250,5
202220023130891,Bell Canada,Bell Canada,245,4
26394435211,Canadian Cancer Society,Canadian Cancer Society,235,10
103290118198670,Alberta Women's Health Foundation,Alberta Women's Health Foundation,234,10
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,228,13
11392874217,Québec solidaire,Québec solidaire,225,10
147602041992683,Métis Nation of Ontario,Métis Nation of Ontario,213,10
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,213,10
177741812241442,SCFP-Québec,le SCFP,203,15
722859698048730,Manitoba School Boards Association,the Manitoba School Boards Association,203,1
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,199,11
116566111353330,TheTrillium.ca,Village Media,192,3
211536155525838,ICI Estrie,ICI Estrie,191,34
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,187,14
25128859552,The Canadian Encyclopedia,Historica Canada,182,12
568938803293644,True North,True North,177,4
106360778489053,Fuelling Canada,Canadian Gas Association,176,92
90032605269,UHN Foundation,UHN Foundation,173,39
106917558391358,Alliance Nouvelles voies,Pathways Alliance,170,2
14742445214,BC Green Party,BC Green Party,169,31
572892516092329,"Yvan Baker, MP",Yvan Baker,169,4
111051771520141,Now Playing Toronto,Now Playing Toronto,167,1
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,159,11
150508548780741,Aman Singh,BC New Democrat Caucus,158,1
179726942700557,Manitoba Health Coalition - MHC,Manitoba Health Coalition,152,9
100999094747422,Land Needs Guardians,Land Needs Guardians,152,4
1534982756793690,Foodvisor,These ads ran without a disclaimer,151,6
102794729214729,Avoid the Shock,Insurance Bureau of Canada,150,3
233017897569896,Emplois en régions,Emplois en régions,147,19
214866875236330,PROMIS,Promis Immigration,143,14
124239144255718,City of Calgary – Your Local Government,City of Calgary – Your Local Government,141,2
5794733873,David Suzuki Foundation,David Suzuki Foundation,135,26
619390841527511,CUPE 5430,CUPE 5430,135,15
586362242026180,Radio-Canada OHdio,Radio-Canada,135,10
278388139026064,Patrick Brown,Patrick Brown,134,9
106432095003415,Our Nova Scotia RCMP,National Police Federation,127,12
100401029468656,Christopher Baenninger,"Justin Beauregard, agent officiel",126,3
169042736456594,All Out,ConnectAd,124,19
733760243364235,Canada Mortgage and Housing Corporation (CMHC),These ads ran without a disclaimer,124,1
52543970197,Environmental Defence Canada,Environmental Defence,124,4
104719576608185,The City of Sault Ste. Marie,City of Sault Ste. Marie,123,2
248281845216826,Bell Canada (Français),Bell Canada,119,2
104128641336287,Indigenous Resource Network,Indigenous Resource Network,119,15
925033857594085,SureHealth Canada,SureHealth,118,22
286355591696672,Hydro One,These ads ran without a disclaimer,116,6
152759126824,Enbridge,Enbridge,112,2
121222984568561,Amnesty International Canada,Amnesty International Canada,111,67
177004795666755,Manitoba Government,Manitoba Government,110,4
117926081552324,Équiterre,Équiterre,109,6
108441375489438,Pete Wiesner,Hamilton Centre PC Riding Association,109,8
243435756499271,Dan Mazier,"Dan Mazier, MP",109,2
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,109,4
468844636547019,Gouvernement du Nouveau-Brunswick,Government of New Brunswick,107,1
111983398876007,The Independent,The Independent,106,2
1533253713597302,Elisabeth Léger,Elisabeth Leger,105,4
183212951743526,PEI Liberals,PEI Liberals,104,8
405377872902754,Canada Action,Canada Action,≤100,11
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,≤100,7
652812671407912,Selam Debs,Selam Debs,≤100,14
590117937780756,Oil Sands Action,Canada Action,≤100,5
9226212436,SaskPower,SaskPower,≤100,2
106183171866567,Fairness for Drivers,Fairness for Drivers,≤100,7
