Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107217383988190,מגזין אפוק,Epoch Magazine,4033,29
849824028408565,תנועת אם תרצו,תנועת אם תרצו,1524,29
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1381,38
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1346,4
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,1068,19
161096657252221,שוברים שתיקה,שוברים שתיקה,991,22
204780362875106,מקור ראשון,מקור ראשון,873,139
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,873,21
137449656335533,Amnesty International Israel,Amnesty International Israel,848,15
103183301914371,כוח של אמא,Nataly Milner,831,2
1429610370619240,פרו אסטרטגיה - Pro Strategy,פרו אסטרטגיה,800,1
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,693,1
325131448440639,מפלגת נעם,מפלגת נעם,654,47
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,630,2
1662907067255622,איגוד הגז הטבעי,Unik,594,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",592,28
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,577,3
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,503,13
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,495,3
604890186681585,מור ויצמן,Mor Weitzman,489,1
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,475,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,471,5
182916765074767,אדם טבע ודין,אדם טבע ודין,454,6
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,404,2
295041184911,עמל- הרב תחומי,Amalnet,392,1
