Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,104097,123
112882117843391,Morena Estado de México,morenaedomex.si,80402,29
923633637651202,Morena Sí,Morena Sí,66869,95
110995168602495,Así se Informa,Asi se Informa,66064,42
116433311381559,Crónicas de a Pie,Cronicas de a Pie,50485,40
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,49754,21
451310051622713,Alejandra Del Moral Vela,Alejandra Del Moral Vela,43946,37
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,40049,6
107925032255657,Cadena Transformación,Cadena Transformacion,32559,28
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,31425,22
118089944564637,El México que Informa,El México que Informa,28561,51
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,23671,15
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,23516,24
449095701815347,Salvador Zamora,Salvador Zamora,17625,7
107356960929927,Las Noticias-Política,Noticias Política,17611,5
102265631123832,Gobierno de Puebla,Gobierno de Puebla,17548,12
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,17308,9
475040405910613,Lenin Perez Rivera,Coalición Rescatemos Coahuila,16434,19
1520610478183053,Badabun,Badabun,16022,3
110731518636712,Por el Cambio,porelcambiomx.com,15777,11
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,14301,7
115475744802204,Oleada 4T,Oleada 4t,12404,12
1520610478183053,Badabun,Vanessa Rivera,12088,5
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,11661,13
104868202533100,Café y Noticias Mx,cafeynoticiasmx.com,11158,1
56713285274,Greenpeace México,Greenpeace México,10377,26
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,9766,4
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,9060,8
465531963489973,Verónica Delgadillo,Verónica Delgadillo,7876,4
116300981407455,Pulso Guinda,pulsoguinda.com,7357,10
101435299357501,Ahora #EsAdán,Con Adan Si,7025,64
327324764029820,Armando Guadiana,Armando Guadiana,6793,5
109004905332009,El corazón de la transformación,El corazón de la transformación,6730,30
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,6707,2
611053902572622,Focus Mx,Focus Mx,6566,3
124631600949535,Yo Influyo,Yoxmex,6505,76
421877377878288,Municipio de Querétaro,Municipio de Querétaro,6241,9
104878035898929,Requetemal,Resonancia EdoMEx,6235,3
101683735119994,El Reportero,El Reportero,6193,4
114024430364416,YoXmx,Yoxmex,6136,61
115717988149542,DelfiNo,Resonancia EdoMEx,6125,2
469246976533189,Santiago Creel,SantiagoCreelM,6061,28
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,5914,2
122404620204,Oxfam México,OXFAM MEXICO AC,5905,4
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,5660,5
117676694619099,Sala Capitalina,Sala Capitalina Media,5379,7
100669948503285,Botanero Express,Botanero Express,5348,4
242334769225146,Sergio Salomón Céspedes Peregrina,Sergio Salomón Céspedes Peregrina,5035,1
248970878493624,Pulso Ciudadano,Pulso Ciudadano,4911,60
101498485926583,El Monarca,El Monarca,4750,3
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,4733,11
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4695,6
116300734758352,Escáner Político,Escaner Politico Media,4673,5
112835865095974,¿Cómo vamos MX?,Como vamos,4655,1
114158248252278,Convocatorias 2023,Convocatorias 2023,4529,11
101696231925216,Olmeca Multimedios Mx,Olmeca Multimedios,4460,1
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,4232,7
