Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,2250000,3
102909028767557,Nabil Maalouf,an advertiser in Venezuela,2000000,1
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,599513,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,592570,2
110705937791451,"Tiendas DTB, C.A.",These ads ran without a disclaimer,250000,1
114353343756792,Salam_Spain,These ads ran without a disclaimer,133225,1
100520825048827,Movant Connection,These ads ran without a disclaimer,25200,1
100617472209320,La Guachafita,These ads ran without a disclaimer,10530,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,2768,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,4
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100,1
156282627737148,Rachel Rodgers,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
104897938808767,el_miche_michelin,These ads ran without a disclaimer,≤100,1
102226435515262,Pop Cultr,These ads ran without a disclaimer,≤100,1
107863022280731,Lin-bmd-06,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
