Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
109523830757998,דמוקרטtv,דרכנו,3725,4
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,2942,1
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,2882,7
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,1976,28
311170359590719,ישראלים מדברים,The Brief,1898,9
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,1514,13
107217383988190,מגזין אפוק,Epoch Magazine,1146,12
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,944,4
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,807,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",675,28
204780362875106,מקור ראשון,מקור ראשון,639,93
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,625,11
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,613,1
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,595,7
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,594,1
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",Tomer Bechar,536,31
117177111377152,Шломи Лахьяни,שלומי לחיאני,501,2
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,491,3
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,467,39
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,458,8
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,Michal Even,412,1
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,404,13
114693813994160,Ruby Capital,Ruby Capital,400,2
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,393,4
604890186681585,מור ויצמן,Mor Weitzman,389,1
103851895179872,אמהות לביאות,Nataly Milner,376,2
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",367,2
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",356,15
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,337,5
103105742291121,ארנון בר-דוד  יו״ר ההסתדרות הכללית החדשה,עוגנים,335,1
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,328,3
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,302,6
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,282,3
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,281,1
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,273,3
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,254,1
103476062195166,Матан Диль,מתן דיל,254,1
