Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,324
Bangkok,10722
Bueng Kan,110
Buriram,367
Chachoengsao,285
Chai Nat,≤100
Chaiyaphum,255
Chanthaburi,177
Chiang Mai,5324
Chiang Rai,529
Chon Buri,1320
Chumphon,235
Kalasin,193
Kamphaeng Phet,545
Kanchanaburi,269
Khon Kaen,749
Krabi,332
Lampang,257
Lamphun,390
Loei,162
Lop Buri,198
Mae Hong Son,≤100
Maha Sarakham,247
Mukdahan,202
Nakhon Nayok,≤100
Nakhon Pathom,311
Nakhon Phanom,218
Nakhon Ratchasima,1176
Nakhon Sawan,248
Nakhon Si Thammarat,576
Nan,134
Narathiwat,262
Nong Bua Lam Phu,106
Nong Khai,159
Nonthaburi,794
Pathum Thani,670
Pattani,686
Phangnga,120
Phatthalung,1003
Phayao,153
Phetchabun,222
Phetchaburi,196
Phichit,143
Phitsanulok,454
Phrae,123
Phuket,437
Prachin Buri,175
Prachuap Khiri Khan,232
Ranong,111
Ratchaburi,279
Rayong,394
Roi Et,258
Sa Kaeo,128
Sakon Nakhon,265
Samut Prakan,390
Samut Sakhon,352
Samut Songkhram,≤100
Saraburi,239
Satun,376
Sing Buri,≤100
Sisaket,284
Songkhla,3761
Sukhothai,200
Suphan Buri,226
Surat Thani,1066
Surin,465
Tak,274
Trang,221
Trat,144
Ubon Ratchathani,472
Udon Thani,576
Unknown,≤100
Uthai Thani,≤100
Uttaradit,141
Yala Province,252
Yasothon,154
