Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
109322002065194,EKIS,EKIS,8105,25
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,5945,5
107768512296982,Century Tuna Saving Our Seas,Jessa Charvie Gomez Ganongan,5634,6
107853288892129,Don Artes,RAM,4972,1
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",4210,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,4045,7
1566478310240623,Francis Tolentino,Francis Tolentino PH,3653,21
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3607,1
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,3089,3
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",1970,7
547821942058909,Pilipinas Today,WFPH,1837,22
555503991321280,Geraldine Roman,Sulong Pilipinas,1796,1
100170811672425,Pilipinas Today Kyusi,WFPH,1756,19
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,1705,3
585583411583810,ONE CAVITE,ONE CAVITE,1678,2
110906614080083,Ang Realidad PH,Clutchmedia,1448,1
75665129515,Go Negosyo,Go Negosyo,1395,1
115769773456162,Political Circus of the Philippines,PBJ Mediaworks,1337,1
163550757135020,News5,News5,1321,8
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1248,1
269175894020945,Pilipinas Today,WFPH,1185,13
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,1184,11
115419768085260,Lokal,Lokal,1136,2
223618785182273,Pilipinas,WFPH,1123,11
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1041,2
100985303377,Valenzuela City,Valenzuela City,1027,2
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1014,1
120398274355528,Philippine General Hospital News,These ads ran without a disclaimer,958,3
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,948,6
705660422953865,About Metro Pacific,WFPH,946,10
154386154617,WWF-Philippines,WWF-Philippines,844,3
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,800,27
109988295130495,NGA 911 PH,NGA 911 PH,780,1
