Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,27189,67
126567104406,Hyresgästföreningen,Hyresgästföreningen,21028,112
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,18096,13
369582590803,Dagens ETC,ETC-tidningarna,15429,30
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,9130,94
19746853632,Djurens Rätt,Djurens Rätt,9013,10
161213770567846,Operation Smile Sverige,Operation Smile Sverige,8971,7
162985227114132,Skellefteå Kraft,Skellefteå Kraft,8424,5
382243262003,Plan International Sverige,Plan International Sverige,8197,9
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),7884,27
109886133732943,RESCUE - Sverige,RESCUE - Sverige,7508,1
59324455950,UNICEF Sverige,UNICEF Sverige,6514,6
95735961890,Greenpeace Sverige,Greenpeace Sverige,6456,105
101341883359561,Matsmart Sverige,Matsmart,5685,17
111630258867610,Röda Korset,Röda Korset,5588,19
72659261793,Rädda Barnen,Rädda Barnen,4226,34
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,4123,27
186513678039755,Fortum,Fortum Sverige,3944,38
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,3594,6
643137272398136,Sverige för UNHCR,Sverige för UNHCR,3385,9
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,3091,26
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2852,3
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,2251,8
506685746198996,DebattNytt,Bror Carl Jakobsson,1746,1
153270724787,Amnesty International Sverige,Amnesty International Sverige,1613,10
576845979156129,Techarenan,Techarenan,1525,1
42676805259,Diakonia,Diakonia,1474,4
249195615122371,Sara Skyttedal,Sara Skyttedal,1440,1
234172635050,Forum för levande historia,Forum för levande historia,1416,4
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1303,24
212604496324,Fackförbundet ST,Fackförbundet ST,1125,57
237146235237,Timbro,Tankesmedjan Timbro,1060,12
235650011981,SPF Seniorerna,SPF Seniorerna,961,2
100323819247251,Désirée Pethrus,Kristdemokraterna Stockholm,873,4
379686162129542,Svea Bank,Svea Ekonomi,811,5
160736919403,Företagarförbundet,Företagarförbundet Fria Företagare,794,1
123739584343055,Social Media Rekrytering,Social Media Rekrytering,692,5
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,671,27
179931025357058,Kommunal,Kommunal,652,7
314872662206,Ekonomifakta,Ekonomifakta,645,19
273053169937029,ClimateHero,ClimateHero,633,7
112225970344,Räddningsmissionen,Räddningsmissionen,631,20
1531320107133721,Syre,Dagens O2 AB,615,4
111699453757094,Soft Towel Games,These ads ran without a disclaimer,613,1
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,578,2
328754490337,Vårdförbundet,Vårdförbundet,550,36
104150768465045,Med Israel för fred - MIFF Sverige,Med Israel for fred-Sverige,533,2
