Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
161213770567846,Operation Smile Sverige,Operation Smile Sverige,32276,13
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,29416,13
608975645850217,Vattenfall,Vattenfall Sverige,24413,8
369122343101775,e.on,E.ON Sverige AB,15838,4
382243262003,Plan International Sverige,Plan International Sverige,11257,20
72659261793,Rädda Barnen,Rädda Barnen,10455,74
126567104406,Hyresgästföreningen,Hyresgästföreningen,9925,40
114526821939129,Arla,Arla,9815,5
111630258867610,Röda Korset,Röda Korset,9449,23
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,8873,27
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),8268,39
239177706143268,Mobility Sweden,Mobility Sweden,7002,4
369582590803,Dagens ETC,ETC-tidningarna,6981,31
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,6752,1
95735961890,Greenpeace Sverige,Greenpeace Sverige,5490,83
162985227114132,Skellefteå Kraft,Skellefteå Kraft,5295,4
59324455950,UNICEF Sverige,UNICEF Sverige,4351,21
186513678039755,Fortum,Fortum Sverige,4334,40
101341883359561,Matsmart Sverige,Matsmart,4055,22
151968634822363,Peab,These ads ran without a disclaimer,3625,4
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,3488,42
149155351773944,SEB,Skandinaviska Enskilda Banken,3351,3
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2845,54
19746853632,Djurens Rätt,Djurens Rätt,2333,3
109886133732943,RESCUE - Sverige,RESCUE - Sverige,2244,2
153270724787,Amnesty International Sverige,Amnesty International Sverige,2198,16
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1921,37
158161947576383,Skolverket,Josefin Zachrisson,1906,4
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",1856,3
42676805259,Diakonia,Diakonia,1773,7
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1769,7
18880778360,ActionAid Sweden,ActionAid Sweden,1677,3
179931025357058,Kommunal,Kommunal,1594,8
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1481,16
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1467,8
98623096089,Lantmännen,Lantmännen,1456,4
440345132668081,UL,UL,1298,1
576845979156129,Techarenan,Techarenan,1284,8
212604496324,Fackförbundet ST,Fackförbundet ST,1160,67
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1074,28
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,1042,8
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1034,3
1534982756793690,Foodvisor,These ads ran without a disclaimer,1023,5
24574889995,Charlie Weimers MEP,Charlie Weimers,847,1
506685746198996,DebattNytt,Bror Carl Jakobsson,759,1
195379633820701,Svenskt Kött,Svenskt Kött,666,7
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,660,27
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,653,10
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,651,4
112225970344,Räddningsmissionen,Räddningsmissionen,648,25
114262485262083,Konsumentverket,Konsumentverket,644,6
588111131243298,Sverigedemokraterna Hässleholm,Sverigedemokraterna Hässleholm,600,1
166406746310,Resumé,Resumé,593,2
273053169937029,ClimateHero,ClimateHero,588,7
195594843916366,Moderaterna i Norrbotten,Moderaterna Norrbotten,578,1
314872662206,Ekonomifakta,Ekonomifakta,575,67
356032977210,Vi-skogen,Vi-skogen,573,6
100323819247251,Désirée Pethrus,Kristdemokraterna Stockholm,568,1
113710601984970,Barnfonden,Barnfonden,543,5
1005361066218702,Norrtåg,Norrtåg,542,1
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,540,6
965458110149319,Byggindustrin,Byggindustrin,534,2
328754490337,Vårdförbundet,Vårdförbundet,531,30
