Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,5998,2
737169626371453,Heimildin,Stundin,4012,3
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,3487,2
156161194561570,Heimildin.is,Kjarninn,3107,1
246072038839652,Maskína,Maskína,2375,3
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,797,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,700,1
106979180938014,Samstöðin,Samstöðin ehf,669,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,561,1
153308938439589,Sahara,SAHARA,525,1
317158175535179,BitLife,These ads ran without a disclaimer,272,4
154893001218870,ADHD samtökin,ADHD samtökin,161,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,2
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,4
880611255347800,Phoenix TV 鳳凰衛視,These ads ran without a disclaimer,≤100,1
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100,1
