Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
57544755889,Amnesty International Polska,Amnesty International Polska,2707,43
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,2413,14
178362315106,European Parliament,European Parliament,1639,16
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1308,19
108675458379147,Liczy się energia,Liczy się energia,1104,2
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1054,46
136884656519145,IOM Poland,International Organization for Migration,923,7
513969188677442,Compassion Polska,Compassion Polska,897,19
50063176484,TVN24,TVN,776,16
107265068092174,Onet Premium,Ringier Axel Springer Polska,618,11
339855706171439,Dobra Fabryka,Dobra Fabryka,601,8
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,591,78
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,548,7
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,510,9
1465965073732774,Łukasz Kohut,Łukasz Kohut,500,1
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",486,15
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,477,11
1683534065241470,OKO.press,OKO.press,474,42
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,445,8
203627442993022,Portal Oświatowy,Wiedza i Praktyka,432,7
228168274881,wysokieobcasy,wysokieobcasy,432,17
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,385,3
108228794910894,OdNowa,Stowarzyszenie OdNowa RP,377,1
107898832590939,European Commission,European Commission,368,5
32104614789,Greenpeace Polska,Greenpeace Polska,364,3
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,335,8
475584852475176,Pozytron,Bartłomiej Jan Ginter,323,9
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,319,8
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,278,12
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,265,1
1190568991079766,Polska za życiem,Fundacja Instytut Na Rzecz Kultury Prawnej Ordo Iuris,264,1
104921858016507,Dzień Dobry Podatki,Michał Wilk,253,9
173086948664,Infor.pl,Infor.pl,249,11
1227194230675141,Pratia,Pratia SA,241,7
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,232,14
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,221,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,216,2
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,216,4
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,213,3
