Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
555503991321280,Geraldine Roman,Sulong Pilipinas,8166,4
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",4902,3
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,4570,5
463979067392927,ExtremeLives,These ads ran without a disclaimer,4320,1
969917173120995,Susan Yap,Sulong Pilipinas,3712,3
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3347,1
112787397193011,Gov Luigi Villafuerte,Sarah Jane Toralba,3135,2
109322002065194,EKIS,EKIS,2803,21
701517253228758,DOSTv,DOSTv,2360,8
1566478310240623,Francis Tolentino,Francis Tolentino PH,1963,12
101382091400564,Atty. Tony Roman,Sulong Pilipinas,1950,1
547821942058909,Pilipinas Today,WFPH,1896,25
156752721080952,Sonny Angara,Sonny Angara,1805,3
105929115643626,Caroline Tanchay,Caroline Tanchay,1558,3
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1488,3
495629064258114,Lolita Karen Javier,Amor U. Nacional,1449,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1449,5
104955062184489,BBM Movement,UEEI Consorcia Inc,1385,3
100170811672425,Pilipinas Today Kyusi,WFPH,1168,14
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,1154,9
115419768085260,Lokal,Lokal,1129,1
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1091,1
269175894020945,Pilipinas Today,WFPH,1074,14
558694637671776,Congressman  Pantaleon Alvarez,Congressman  Pantaleon Alvarez,1017,2
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,985,1
186667502068528,Larry De Costa,WFPH,973,10
1535594466686140,Aboitiz,Aboitiz,948,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,902,8
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,887,2
112952897079549,Energy Development Corporation,Energy Development Corporation,885,9
585583411583810,ONE CAVITE,ONE CAVITE,854,1
954763824674440,Simple Lang,WCKD Ways Digital Marketing,833,1
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,827,16
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,817,3
163550757135020,News5,News5,802,3
325780477966356,Geo 24/7,Energy Development Corporation,801,5
739629346154083,BJ Biron,Prometheus,777,1
705660422953865,About Metro Pacific,WFPH,727,9
223618785182273,Pilipinas,WFPH,727,10
838385792877738,Trending Pa-More,Trending Pa-More,686,1
107701168822758,Aksyon TV,Aksyon TV,671,3
