Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
12860228293,Politiken,Politiken,11868,37
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,9010,8
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5968,35
26458152911,SOS Børnebyerne,SOS Børnebyerne,5363,20
65929129383,Røde Kors,Røde Kors,5111,44
399210657232918,PlanBørnefonden,PlanBørnefonden,3092,17
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,3052,5
110321008383861,Red Barnets landsindsamling,Red Barnet,2918,134
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,2470,2
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2058,30
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1957,16
12787473132,Berlingske,Berlingske,1704,22
55365680705,Greenpeace Danmark,Greenpeace Danmark,1633,33
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,1621,6
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1619,7
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1590,37
22030968736,Anima,Anima,1558,3
1029970060346902,EWII,EWII A/S,1455,1
304554445813,Videncentret Bolius,Videncentret Bolius,1408,13
867877683280051,Weekendavisen,Weekendavisen,1388,21
154415494575789,IDA,IDA,1194,6
133707013355759,Danner,Danner,1083,1
405892706501089,Med Israel for fred - MIFF Danmark,MIFF (Med Israel for fred),1052,2
748887235210811,Obton Forvaltning A/S,Obton A/S,1018,7
102154048301476,Lederstof.dk,Lederne,927,24
126543540781090,Ældre Sagen,Ældre Sagen,811,18
200480966638039,Supremacy 1914,These ads ran without a disclaimer,808,4
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,798,12
304554445813,Videncentret Bolius,Bolius,766,3
130388840342741,Danske Bank,Danske Bank,735,5
250994288337708,Sex og Samfund,Sex og Samfund,733,4
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,704,4
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,645,1
246977185497434,Plastic Change,Plastic Change,621,29
121570596369,CARE Danmark,CARE i Danmark,621,13
107898832590939,European Commission,European Commission,582,5
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,546,6
167891603415958,Lederne,Lederne,530,16
105511328705392,HØRT,Børns Vilkår,485,4
287306323369,Børnecancerfonden,Børnecancerfonden,484,2
110560691837684,SolCompagniet,SolCompagniet,482,1
852608988134698,Tikko,Tikko,480,4
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,447,2
59143726810,Psykiatrifonden,Psykiatrifonden,411,20
66328502645,Dagbladet Information,Dagbladet Information,390,1
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,381,22
143521889632409,MessyWeekend,These ads ran without a disclaimer,365,1
1704424023182897,Politiken Historie,Politiken Historie,345,13
101248435485457,Frihedsbrevet,Mediehuset Friheden,320,3
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,319,14
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,319,8
437410226312057,Københavns Kommune,Københavns Kommune,286,4
224187210962818,FynBus,FynBus,285,1
147547541961576,Council of the European Union,Council of the European Union,268,4
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",261,1
314676938743,DM din akademiske fagforening,DM,260,7
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,259,3
246097715413231,Alkohol & Samfund,Alkohol & Samfund,236,9
657491824390744,Spring Copenhagen,Spring Copenhagen,207,10
494902077334290,Tuborgfondet,Tuborgfondet,206,6
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,196,3
111561545539837,Krigsmuseet,Krigsmuseet,179,3
363339517015011,Aabenraa Kommune,Aabenraa Kommune,172,1
188067981214220,Forskningens Døgn,Uddannelses- og Forskningsministeriet,167,1
72672361910,Børns Vilkår,Børns Vilkår,160,9
67571270393,Red Barnet,Red Barnet,150,3
1450750935146684,Asger Christensen i EU,Christensen Asger Bank Møller,145,1
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,141,1
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,135,1
1446381202351408,Føljeton,Føljeton,134,1
164593977049986,Enhedslisten Rebild,Ostergaard Rasmus Falck,133,1
239624940212,HK Kommunal,HK Kommunal,124,1
217135424459,Karen Blixen Museum,Karen Blixen Museum,123,5
336333896418452,Assens Kommune,Assens Kommune,113,3
645454495955240,Madmødet,Jan Michelsen,108,11
305932686202047,Caritas Danmark,Caritas Danmark,107,1
356520931077196,Europabevægelsen,Europabevægelsen,101,1
144098125661833,Nordea Invest,Nordea Invest,≤100,3
149388638416537,Riddersalen,Teatret Riddersalen,≤100,1
194452460650048,Global Aktion,Global Aktion,≤100,3
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100,4
179055085459828,VandCenter Syd,These ads ran without a disclaimer,≤100,1
294885907302040,AdResult - Vi skaber online resultater,AdResult ApS,≤100,5
161708011540,Mads Duedahl,Venstre i Nordjylland,≤100,12
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100,13
20303574131,Nationalmuseet,Nationalmuseet,≤100,5
229585537051606,DM Akademikerbladet,DM Akademikerbladet,≤100,2
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,≤100,6
106355174776321,Christian Budde,Christian Opstrup-Privat,≤100,1
103833175171723,"Heidi Boss Nyby, Konservativ Byrådsmedlem, Fredensborg Kommune",Heidi Nyby,≤100,1
133716736641210,LandbrugsAvisen,LandbrugsAvisen,≤100,1
186645960378,Danwatch,Danwatch,≤100,8
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100,2
708245239243699,Dansk Beton,Dansk Beton,≤100,1
28159151157,FOF København,FOF København,≤100,1
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100,3
106582697719101,Peter Larsen,Peter Larsen,≤100,1
64344083041,Enhedslisten Aalborg,Enhedslisten Aalborg,≤100,1
179420709465,Venstre Mors,Venstre Mors,≤100,1
104229188003573,Dan Kornbek Christiansen,Det Konservative Folkeparti i Glostrup,≤100,1
167887506877,AIDS-Fondet,AIDS-Fondet,≤100,2
415341115213431,Intact Denmark - Forening mod omskæring af børn,Intact Denmark - Forening mod omskæring af børn,≤100,1
107321098977584,Elisa Rimpler,BUPL,≤100,1
261831270603185,Malernes Fagforening Midtjylland,Krumme Andersen,≤100,1
102514162425194,Frederik Vad,Nielsen Frederik Vad,≤100,1
178362315106,European Parliament,European Parliament,≤100,4
482695791907139,Danske Vandværker,Danske Vandværker,≤100,1
