Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
547821942058909,Pilipinas Today,WFPH,10591,56
109322002065194,EKIS,EKIS,10136,26
102340105982970,MABULOk San Fernando,MABULOk San Fernando,6873,2
325780477966356,Geo 24/7,Energy Development Corporation,6015,36
75665129515,Go Negosyo,Go Negosyo,5998,3
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,4934,2
269175894020945,Pilipinas Today,WFPH,4315,19
1922749344643532,The World Tonight,The World Tonight,4283,30
495629064258114,Lolita Karen Javier,Lolita Karen Javier,3213,5
103751355997012,Optum Philippines,Optum Philippines,3211,3
185633641527060,Toby Tiangco,Toby Tiangco,2784,4
102481074459092,Office of Senator Alan Peter “Compañero” Cayetano,These ads ran without a disclaimer,2765,2
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,2731,13
1329675533726600,Pilipinas Today QC,WFPH,2206,10
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2127,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,2046,10
114032221744887,ProSaver Energy-Saving Devices,These ads ran without a disclaimer,1979,23
223618785182273,Pilipinas,WFPH,1772,10
118263363420286,Pilipinas Today Ilocos,WFPH,1698,12
1566478310240623,Francis Tolentino,Francis Tolentino PH,1601,18
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,1551,11
476553329103668,Alex Advincula,Alex Advincula,1431,1
940367816041409,Ben Pablo,Ben Pablo,1368,1
176725369945441,Pilipinas Today,The World Tonight,1324,9
121843141182573,Ayala Corporation,Ayala Corporation,1230,1
537843086665379,City Inquirer,City Inquirer,1194,7
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1186,2
118687347866269,The Store Ph,These ads ran without a disclaimer,1123,1
257830240980106,Ronnie Dadivas,Roxas City United,1091,3
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1019,3
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,1014,7
555503991321280,Geraldine Roman,Sulong Pilipinas,1005,1
100770729339080,Cong. Wilbert T. Lee,Cong. Wilbert T. Lee,1000,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,973,1
166107624078770,Camanava News,Camanava News,952,5
1759941490758280,Jerry Treñas,Jerry Treñas,903,14
2272110229474022,Bagong Bicol,Bagong Bicol,885,3
102550901310332,Pilipinas Visayas,WFPH,850,11
705660422953865,About Metro Pacific,WFPH,847,8
228700014146287,Filipinas Bisaya,Filipinas Bisaya,835,9
352659278684227,MP Marjanie S. Mimbantas Macasalong,MP Marjanie S. Mimbantas Macasalong,815,11
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",796,5
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,746,3
106066225014933,BOKAL Dindo V. Dysico,BOKAL Dindo V. Dysico,742,3
156752721080952,Sonny Angara,Sonny Angara,735,5
333701057319933,MAYOR RAJIV ENAD,Friends of Mayor Rajiv Enad,703,4
207494196545897,"San Anselmo Publications, Inc.","San Anselmo Publications, Inc.",681,3
186667502068528,Larry De Costa,WFPH,677,6
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,674,2
102820774791720,Congressman Marvin Rillo,Congressman Marvin Rillo,669,2
2271543113085523,Pilipinas Today AM,WFPH,654,4
104988244674974,Mobility Awards,The Climate Reality Project Philippines,653,5
100562967966954,Filipinas Radyo AM,WFPH,643,7
