Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
100812259471492,Nhật Bản Chờ Tôi Nhé,These ads ran without a disclaimer,1482159,4
155460521146066,RFI Tiếng Việt,These ads ran without a disclaimer,1313344,1
768786656796854,Circle K - Tuyển Dụng HCM,These ads ran without a disclaimer,417084,1
919479674872321,Báo Nghệ An,Báo Nghệ An,135952,2
111831663772285,BOMvn,BOMvn,50654,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,36076,2
1923482601021098,Chứng Khoán Thành Công,These ads ran without a disclaimer,20416,2
183898949084,Nhã Nam,These ads ran without a disclaimer,13714,1
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
559757160829105,ASEFEdu,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
