Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
449095701815347,Salvador Zamora,Salvador Zamora,55244,10
923633637651202,Morena Sí,Morena Sí,27805,98
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,24519,23
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,23313,7
237286396650510,Enkoll Inteligencia de Mercados,Enkoll,18079,31
162949857103721,Gobierno Colima,Gobierno Colima,16303,23
645731535452116,FactoMétrica,FactoMétrica,15493,51
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,14800,24
113573477135935,Servicio de Administración Tributaria del Estado de Guanajuato,Servicio de Administración Tributaria del Estado de Guanajuato,14036,15
122166991148783,ICV-NL,ICVNL,13896,3
100557755099985,Convocatorias 2023,Convocatorias 2023,13640,35
112882117843391,Morena Estado de México,morenaedomex.si,11100,6
245685942538080,VOTA Querétaro,VOTA Querétaro,10988,12
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,9934,6
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,9460,4
197038210339876,PAN Tamaulipas,PAN Tamaulipas,9024,6
109634395756375,Save the Children México,Save the Children México,8843,15
100934207930403,Conversaciones,conversacionesmx.com,8819,16
110211745174793,Opinion Pública,Opinion Publica,8789,14
438035766216106,Adrian Juarez Jimenez,Diana Cruz,8301,119
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,7572,4
142277375928938,Protección Civil Tlalnepantla,Municipio de Tlalnepantla,7233,5
254852601222832,CEMEX México,CEMEX México,7201,27
354326078079338,Campaigns and Elections Mexico,Mario Alberto Rivera Lagarreta,6932,32
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,6888,8
2011285802526787,El Soberano,El Soberano,6884,4
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,6802,14
285058928236909,Mauricio Vila,Mauricio Vila,6797,26
107639934955724,Yoly Rodríguez,Yolytzin Aleli Rodriguez Sendejas,6780,13
102068568784360,La Noticia Media,La Noticia Media,6755,5
103618573331527,Promoción de la Salud Veracruz,Grupo Alfairis,6205,16
100299169219163,Dirección de Sustentabilidad Ambiental Tlalnepantla,Municipio de Tlalnepantla,6070,6
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,5964,3
100192769223405,Dirección de Promoción Económica Tlalnepantla,Municipio de Tlalnepantla,5940,5
110552178493339,TcoNoticias,TCO Noticias,5930,62
660181064597929,Sr. Político,srpolitico.com,5678,12
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,5565,9
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,5391,14
111300295094359,Baja Sur piel morena,BCS de piel morena,5320,62
346352612235933,Verónica Camino Farjat,Verónica Camino Farjat,5265,3
56713285274,Greenpeace México,Greenpeace México,5240,14
292073374782474,Gobierno de Tlalnepantla de Baz,Municipio de Tlalnepantla,5240,4
100266766681908,Dathan Thigpen,These ads ran without a disclaimer,5236,6
100295832888456,Con Claudia Si,conclaudiasi.net,5184,31
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,5034,8
341678115934136,Movimiento Ciudadano Estado de México,Video Político,5021,6
107479518820795,Corazón Guinda,corazonguinda.com,4975,31
360811057341855,PAN Nuevo León,PAN Nuevo León,4975,4
122404620204,Oxfam México,OXFAM MEXICO AC,4972,3
105459508439018,Informativo Mx,Informativo Mex,4885,4
104680124489636,Demoscopia Digital,Demoscopia Digital,4532,29
400826360641681,Global Noticias,Tresa Publicidad,4361,2
583723315168183,El Jaguar,La Agencia de la ONU para los Refugiados (ACNUR) México,4321,34
264773293005,Marko Cortés,Marko Cortés,4305,8
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4160,5
107494537500293,Informativo Viral,Tresa Publicidad,4115,2
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,3973,2
1660634044174927,Mendoza Blanco & Asociados S.C.,"Mendoza Blanco & Asociados, S.C.",3958,1
695113350546657,Promoción Ciudad de México,SOME MARKETING,3892,36
102515245994693,Tlaxcala Si,tlaxcalasi.net,3728,31
133478060111915,CEMEX Impacto Social,CEMEX Negocio Responsable,3680,20
109752078573994,Transformando México,Transformando a México,3584,31
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,3314,37
174058432636166,El Deforma,El Deforma,3256,1
309520537353,Fondo Semillas,Fondo Semillas,3254,28
103436538894727,Dirección Jurídica Tlalnepantla,Municipio de Tlalnepantla,3168,2
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,3164,32
837607596288104,Eliseo Fernández Montufar,Community Manager,3146,1
101369119427544,La Cuestión Mx,La Cuestión Mx,3089,61
321000808062549,Chucho Pérez Ballote,Chucho Pérez Ballote,3073,17
190085328448680,Colectivo Informativo,Tresa Publicidad,3053,2
100524819034129,Derechos Humanos Tlalnepantla,Municipio de Tlalnepantla,3042,2
120544204635995,Gobierno de Baja California,Gobierno de Baja California,2960,3
