Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,7
111544041335161,Antikorupcija info,Antikorupcija info,≤100,25
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100,3
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,16
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,15
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,9
162926690478548,Oslobodjenje,Oslobodjenje,≤100,2
109652028193268,Revizije info,Revizije info,≤100,11
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,2
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100,1
102667249419191,GenChange,Arijana Trle,≤100,6
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,4
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,9
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,3
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100,1
147315858633088,Istinomjer,Istinomjer,≤100,6
1473660889517303,Irfan Čengić,Irfan Cengic,≤100,1
106293961914359,Green Future Conference,These ads ran without a disclaimer,≤100,1
106460785543001,Business Ombudsman Initiative in BiH,West East Forum for Ethics and Compliance,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,9
163080080447411,Републичка странка Српске,Filip Lučić,≤100,3
197596636939679,tacno.net,Tacno.net,≤100,1
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100,1
100337704927225,Dučić Arslan,Arslan Ducic,≤100,1
102224898933734,MindDig,These ads ran without a disclaimer,≤100,2
111162291568245,Nijaz Helez,OO SDP BiH BUGOJNO,≤100,1
2401351939921390,Raport.ba,Raport Media Group,≤100,1
103513868280409,Azhar Sejarić - Zastupnik u Skupštini USK,Azhar Sejarić,≤100,2
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,3
1407894932868655,Omladinski Pokret Revolt,Omladinski pokret Revolt,≤100,1
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100,1
306474736844372,Narod i Pravda Novi Grad Sarajevo,Narod i Pravda Novi Grad Sarajevo,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
129224207219445,Merima Arnautović,Merima Arnautović,≤100,1
399785513413851,Naša stranka Novo Sarajevo,Naša stranka Novo Sarajevo,≤100,1
260856121486607,Fakultet šumarstva i drvne tehnologije Zagreb,These ads ran without a disclaimer,≤100,1
913845538797422,NOMAD.ba,These ads ran without a disclaimer,≤100,1
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,1
103027944875536,Маја Драгојевић Стојић - Maja Dragojević Stojić,Предраг Кукољ,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,1
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
63306224439,Trip.com,These ads ran without a disclaimer,≤100,1
106837661915369,Hatzopoulos S.A.,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
108061471650955,SoluTec,These ads ran without a disclaimer,≤100,2
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100,1
