Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
1745861032185440,alqatiba - الكَتيبة,Walid Mejri,≤100,2
68793499001,UNICEF,These ads ran without a disclaimer,≤100,2
190806644264657,AjyaL Radio Network-ARN,These ads ran without a disclaimer,≤100,1
101929615103965,Association Warmth - جمعية الدفء,Association Warmth - جمعية الدفء,≤100,2
102282304519788,Awalan.com,These ads ran without a disclaimer,≤100,1
1652954831678038,رأي عام مع عمرو عبدالحميد,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
47565718326,Oxford University Press - ELT,These ads ran without a disclaimer,≤100,1
427747764026807,ShanghaiEye,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
103225679382638,James Nmaju,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
106879367768789,Jessica Zang,These ads ran without a disclaimer,≤100,1
112675286764083,Aggregates Business,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,4
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,2
102497746096944,WiN FUND,These ads ran without a disclaimer,≤100,1
562471887119419,DHL Africa,These ads ran without a disclaimer,≤100,2
