Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,10426,15
964080723662055,Carlos Subirana Responde,Editorial CSS,344,3
109201057318552,JCSV,Fernando Omar Rosales Perez,200,4
1404045426527172,Tribunal Supremo Electoral,Tribunal Supremo Electoral,101,1
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,≤100,1
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100,1
100301178044225,Viralcom,ViralComtv,≤100,5
532229170133308,Instituto Técnico CCA Sucre,These ads ran without a disclaimer,≤100,1
109860234954146,Urbanización Flores Rancho 3,These ads ran without a disclaimer,≤100,2
190739455190659,Molly Saldaña,Molly Margarita Saldaña Araujo,≤100,3
103362564359669,Mariel Peñaloza Lema,Mariel Peñaloza Lema,≤100,1
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Concejal,≤100,1
100421178670997,Grande mi Oruro,Coordenada Digital,≤100,2
106403237850347,Goberna Bolivia,Goberna,≤100,1
106585888425411,Futuro de Bolivia AFP,These ads ran without a disclaimer,≤100,1
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100,2
111585510603603,Elena Pachacute - Diputada Nacional,María Elena Pachacute Ticona,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,2
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100,1
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100,1
105843294520801,Jose Quiroz,Yonathan Fortunato Caballero Santa Cruz,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,1
114027977967683,Red juventud unida Patacamaya,Red juventud unida Patacamaya,≤100,2
110656094180786,Cesar Mentasti,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,6
1498021203828633,Poder Geopolítico,These ads ran without a disclaimer,≤100,1
169521923766238,Cibelae,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
108778237742733,Del Arca Empresa Social,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
