Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
151159271594797,Systembolaget,Systembolaget,20499,3
126567104406,Hyresgästföreningen,Hyresgästföreningen,17761,41
608975645850217,Vattenfall,Vattenfall Sverige,14128,30
109886133732943,RESCUE - Sverige,RESCUE - Sverige,11737,3
643137272398136,Sverige för UNHCR,Sverige för UNHCR,11415,15
114526821939129,Arla,Arla,9057,8
369582590803,Dagens ETC,ETC-tidningarna,8525,30
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,7791,13
161213770567846,Operation Smile Sverige,Operation Smile Sverige,7716,11
95735961890,Greenpeace Sverige,Greenpeace Sverige,7118,55
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,6815,25
382243262003,Plan International Sverige,Plan International Sverige,6068,14
122074554119,EU Social,EU Social,5425,6
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),5325,28
111630258867610,Röda Korset,Röda Korset,4262,24
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4124,10
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,4071,63
186513678039755,Fortum,Fortum Sverige,4012,35
72659261793,Rädda Barnen,Rädda Barnen,2968,28
314872662206,Ekonomifakta,Ekonomifakta,2858,78
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,2529,5
59324455950,UNICEF Sverige,UNICEF Sverige,2518,28
42676805259,Diakonia,Diakonia,2399,16
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2270,24
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,2022,5
111699453757094,Soft Towel Games,These ads ran without a disclaimer,2002,3
178193355556765,Nordström Assistans AB,Nordström Assistans AB,1972,4
379686162129542,Svea Bank,Svea Ekonomi,1841,15
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,1747,3
19746853632,Djurens Rätt,Djurens Rätt,1527,3
245214805905370,Konkret,Opulens Förlag AB,1484,16
1757191391203190,Proethos fond,Proethos AB,1407,8
473986345974754,Njutafilms & Studio S (Bio),Njutafilms & Studio S (Bio),1373,5
195379633820701,Svenskt Kött,Svenskt Kött,1315,15
170211353124087,Centerpartiet i Stockholm,Centerpartiet i Stockholm,1306,7
279974638809211,Oxfam Sverige,Oxfam Sverige,1259,7
890888971075662,Stockholm Exergi AB,Stockholm Exergi,1187,2
106579105171694,ETC nyhetsmagasin,ETC Media AB,1169,2
219410318157271,Läkarmissionen,Läkarmissionen,987,1
153270724787,Amnesty International Sverige,Amnesty International Sverige,973,9
8040892957,Socialdemokraterna,Socialdemokraterna,969,9
809338299217333,Svenska Epoch Times,Svenska Epoch Times,902,3
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,901,11
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,887,13
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,775,20
234172635050,Forum för levande historia,Forum för levande historia,755,4
