Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
472130523587683,Dhafer Sghiri - ظافر الصغيري,Dhafer Sghiri - ظافر الصغيري,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
230834147675510,LabXchange,These ads ran without a disclaimer,≤100,1
109376392123242,beyanabdulkhalik,These ads ran without a disclaimer,≤100,1
1443904622515750,Egytronix Design and Automation,These ads ran without a disclaimer,≤100,1
375605576400149,The Inphamus Hour,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
101100812657831,Invest and Trade Africa,These ads ran without a disclaimer,≤100,1
114950684872253,C301-27,These ads ran without a disclaimer,≤100,2
171522852874952,Juventus,These ads ran without a disclaimer,≤100,1
114927444840026,C301-19,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
113494377640346,Silicon Valley Investclub,These ads ran without a disclaimer,≤100,1
106931698352366,Materials MDPI,These ads ran without a disclaimer,≤100,1
1608892529418662,كشف الحقائق  التونسية,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
100966486285059,C301-18,These ads ran without a disclaimer,≤100,1
