Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,35487,41
608975645850217,Vattenfall,Vattenfall Sverige,24349,36
126567104406,Hyresgästföreningen,Hyresgästföreningen,22374,57
151159271594797,Systembolaget,Systembolaget,18472,5
161213770567846,Operation Smile Sverige,Operation Smile Sverige,17495,16
72659261793,Rädda Barnen,Rädda Barnen,9978,68
59324455950,UNICEF Sverige,UNICEF Sverige,9498,18
237813956289260,Maskrosbarn,Maskrosbarn,8127,9
111630258867610,Röda Korset,Röda Korset,8019,21
95735961890,Greenpeace Sverige,Greenpeace Sverige,7253,127
122074554119,EU Social,EU Social,7181,7
369582590803,Dagens ETC,ETC-tidningarna,6618,17
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6480,27
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,6437,6
382243262003,Plan International Sverige,Plan International Sverige,5887,20
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,5817,26
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,4773,51
205373616736,Avfall Sverige,Avfall Sverige,4665,19
186513678039755,Fortum,Fortum Sverige,4446,29
279974638809211,Oxfam Sverige,Oxfam Sverige,4176,8
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4021,12
42676805259,Diakonia,Diakonia,3603,8
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,3114,33
115317275164993,RFSU,RFSU,2819,6
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,2324,6
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,2163,7
440345132668081,UL,UL,2045,1
178193355556765,Nordström Assistans AB,Nordström Assistans AB,1987,5
379686162129542,Svea Bank,Svea Ekonomi,1876,7
109886133732943,RESCUE - Sverige,RESCUE - Sverige,1842,2
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1733,39
150057951690751,OKQ8,OKQ8,1542,2
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,1523,4
314872662206,Ekonomifakta,Ekonomifakta,1512,70
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,1137,3
106579105171694,ETC nyhetsmagasin,ETC Media AB,1132,3
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1130,1
381175618637391,Liberalerna Kronoberg,Liberalerna,1124,1
236879092476,Håll Sverige Rent,Håll Sverige Rent,1066,25
109969847586061,Morgon-Tidningen,AIP Media,1051,2
