Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2387,7
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,1121,2
110408975208360,Talking about matters,Well Made Strategy LLP,1105,8
100835685957727,PRO PEACE KENYA,Brenda Kananu,1068,4
1506723769658512,Susan Kihika,Susan Kihika,264,3
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,181,3
115460141448310,Kithure Kindiki Supporters,Robert Waswa Simiyu,163,1
1418945785002754,Kericho County Assembly,These ads ran without a disclaimer,156,3
110923661403774,Ma3Route,Peris Wambui Mugi,128,1
109917024643249,Jalang'o jalas,These ads ran without a disclaimer,≤100,2
1743520282644325,National Security Watch,Peris Wambui Mugi,≤100,1
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100,1
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100,1
100696642943720,Daily Green,These ads ran without a disclaimer,≤100,1
110919974897108,SH,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
102685872683880,titihorsfall,These ads ran without a disclaimer,≤100,1
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,1
1098117000289100,Mouvement Panafricain de Rejet du Franc CFA,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
