Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,317
Bangkok,5692
Bueng Kan,109
Buriram,337
Chachoengsao,228
Chai Nat,≤100
Chaiyaphum,250
Chanthaburi,160
Chiang Mai,833
Chiang Rai,344
Chon Buri,745
Chumphon,223
Kalasin,217
Kamphaeng Phet,424
Kanchanaburi,262
Khon Kaen,644
Krabi,228
Lampang,255
Lamphun,151
Loei,170
Lop Buri,215
Mae Hong Son,≤100
Maha Sarakham,233
Mukdahan,≤100
Nakhon Nayok,619
Nakhon Pathom,272
Nakhon Phanom,162
Nakhon Ratchasima,803
Nakhon Sawan,280
Nakhon Si Thammarat,615
Nan,127
Narathiwat,290
Nong Bua Lam Phu,116
Nong Khai,135
Nonthaburi,507
Pathum Thani,410
Pattani,369
Phangnga,110
Phatthalung,229
Phayao,161
Phetchabun,199
Phetchaburi,884
Phichit,173
Phitsanulok,798
Phrae,137
Phuket,224
Prachin Buri,186
Prachuap Khiri Khan,232
Ranong,102
Ratchaburi,258
Rayong,351
Roi Et,259
Sa Kaeo,151
Sakon Nakhon,306
Samut Prakan,249
Samut Sakhon,264
Samut Songkhram,≤100
Saraburi,267
Satun,152
Sing Buri,≤100
Sisaket,332
Songkhla,847
Sukhothai,219
Suphan Buri,261
Surat Thani,483
Surin,337
Tak,194
Trang,243
Trat,≤100
Ubon Ratchathani,501
Udon Thani,410
Unknown,≤100
Uthai Thani,≤100
Uttaradit,122
Yala Province,277
Yasothon,529
