Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,68508,123
568928239883450,The Times Of A Better India,The Times Of A Better India,67721,14
9053837495,UN SDG Action Campaign,These ads ran without a disclaimer,56502,1
109545244848137,Crafto,Kutumb App,45416,18
109937650579639,discovery+,discovery+,36947,27
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,33851,124
1510631479236816,Hawa Badlo,Interactive Bees Pvt Ltd,31714,31
245708465537707,Bhupesh Baghel,Bhupesh Baghel,22411,2
101450529671208,Saalu Dora Selavu Dora,selavudora.com,21593,167
21169267101,Give,Give,18211,51
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,17874,3
330760810293224,HelpAge India,HelpAge India,15260,11
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,15141,76
987515101347598,"EGS Department, Maharashtra","EGS Department, Maharashtra",13600,40
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,12457,10
132689140088396,smilefoundation,smilefoundation,12260,18
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,11511,14
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),10991,37
114233898263244,Indian Compass Videos,theindiancompass.com,10984,242
101713962007976,Amrit Mahotsav,Amrit Mahotsav,10684,7
797927846899300,Flag Foundation of India,Flag Foundation of India,10553,15
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,8978,53
270666596375251,Jhatkaa.org,Jhatkaa.org,8391,20
105227744394264,Sadhana News U.P,Sadhana News U.P,8359,4
112058781694921,Fiigs India,Lebhaari,8297,12
103782051383159,School of Politics,School of Politics,8084,25
107741632212792,Bye Bye BJP,Bye Bye BJP,7256,6
395658807511230,International Automobile Centre of Excellence,International Automobile Centre of Excellence (iACE),6978,6
108080828884036,Gehlot Phir Se,DesignBoxed,6918,9
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,6577,4
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,6562,3
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,6485,26
105311675800052,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,6185,14
123405501008524,Mercedes-Benz India,Mercedes-Benz India,6120,4
