Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
129799846687423,Levantémonos,Levantemonos,2147028,119
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1268127,56
411231642263185,Rolo Figueroa,Rolo Figueroa,805923,11
113781658634572,Gustavo Sáenz,Gustavo Sáenz,546672,16
391699984932525,Pablo Cervi,Juntos por el Cambio Neuquén,315469,75
256803881073240,Gobierno de Salta,Gobierno de Salta,267255,9
116261128039744,Suma mas para Neuquen,Suma Mas para Neuquen,253375,17
2438220102914670,Juan Pelaez,Juan Pelaez,251650,16
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,240482,44
2240766589474693,Leticia Esteves,PRO Neuquén,201508,30
292851101172366,Cambia Río Negro,Cambia Río Negro,182687,13
91849484046,Darío Martínez,Darío Martínez,161319,18
525334380868858,Martín Lousteau,Martín Lousteau,157375,25
101185599412309,Marcos para Neuquén,Marcos para Neuquen,151200,18
199992490587527,CPC Centro América MuniCba,municipalidad de córdoba,143531,5
1086999731414893,Lucas Castelli,Lucas Alberto Castelli,130797,48
1275311129309933,Marcos Koopmann,Marcos Koopmann,128130,20
147447928678753,Carlos Eguia,Carlos Alberto Eguia,120682,2
109554821547169,CPC Jardín MuniCba,municipalidad de córdoba,117697,7
150071271996596,Javier Bertoldi,Javier Bertoldi,116193,4
1536637056372173,InfoData35,Info Data 35,115215,3
106452479022469,Hilopatagonia,Hilo Patagonia,110698,6
104782484202318,Medio Buenos Aires,Medio Buenos Aires,108842,21
896073793900056,Lalo Creus,Lalo Creus,97717,6
114920591462229,123neuquen,123neuquen,91199,4
107024560637883,Ana Servidio,Ana Servidio,86360,9
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,82097,39
100382249579427,Energía Ciudadana,Alto Valley,81332,9
610852822271706,Alberto Weretilneck,Alberto Weretilneck,80247,3
353492111467605,Julio Garro,Land,79268,4
231635610267892,Policía de la Ciudad,Gobierno de la Ciudad de Buenos Aires,74141,15
114322758269852,Daniel Figueroa,Daniel Augusto Figueroa,68274,5
1330549033627468,Juan Martín,Cambia Río Negro,67682,8
122876064052033,Liberales de Salta,La Comunidad,65546,1
429668923837600,Unidad Popular Río Negro,Unidad Popular Río Negro,64617,8
107050882259684,Neuquen Digital,Neuquen Digital,60952,5
103088924366000,Noticias d,Noticias d,60184,229
107038832292149,Posadas con Sole Balán,Posadas con Sole Balán,59095,15
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,57908,5
359514447487972,Martín Arjol,Martín Arjol,56968,7
699339310144309,CPC Mercado de la Ciudad MuniCba,Municipalidad de Córdoba,56652,2
61279025897,Gerardo Morales,Mística,56281,9
247633395412844,Leandro Bertoya,Leandro Bertoya,54236,40
101835199221060,Jorge Andrés Difonso,Jorge Andrés Difonso,53531,16
105925915008935,Frente Cambia Jujuy,Frente Cambia Jujuy,52035,23
102858281496444,Argentinos hoy,Argentinos hoy,50362,3
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,50184,2
112085985172303,Partido de la Victoria La Rioja,Partido de la Victoria La Rioja,49026,9
335926266503071,7D,7D,47574,12
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,45208,12
234148293934740,Mariano Gaido,Mariano Gaido,45167,3
1580891525460837,Walter Raul Wayar,Walter Raul Wayar,45000,8
385958661832297,CPC Villa El Libertador Municba,municipalidad de córdoba,42626,2
2000063456707351,Sole Balán,Dpto Creativo,42573,3
132275286851048,Luis Alfredo Juez,Frente Cívico de Córdoba,42115,7
120831940916786,Neuquen Vota,NeuquenVota.com,42044,1
110079031997390,Con Larreta,Con Larreta,41343,57
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,40747,39
100964679318447,Gastón Caballero,Misiones por el Cambio,40651,4
100580902606304,Republicanos Tierra del Fuego,Republicanos Tdf,40292,1
114444594867522,Confluencia Neuquina,Confluencia Neuquina,39277,2
1662250880709156,Lanús Municipio,Lanús Municipio,38735,4
187309835076743,NeuquénPost.com,Neuquen Post,37473,1
320178711981750,Pablo Argañaraz,Pablo Argañaraz,35768,5
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,32337,5
102993044534202,Monín Aquín,Monin es San Martin,31050,13
532047880648886,Soledad Salaburu,Maria Soledad Salaburu,30620,4
686788828054862,Mercedes Lamarca,Libres del Sur,30424,4
105128775500885,Lista Azul Lista 151,Lista Azul Lista 151,30127,8
142473639655550,Lucio Paz Posse,Lucio Paz Posse,30002,4
2296112127071539,Feedback encuestas,Feedback Encuestas Online,28543,18
101723742846656,Franco Avila Gross Concejal,AltoValley,28083,3
107252148848573,Eduardo Cáceres,Eduardo Cáceres,27755,9
114260008250225,Valeria Todero,Valeria Todero,27381,32
