Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
75665129515,Go Negosyo,Go Negosyo,12974,4
109322002065194,EKIS,EKIS,12362,26
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,5108,2
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,4987,2
547821942058909,Pilipinas Today,WFPH,4865,35
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,4376,31
105929115643626,Caroline Tanchay,Caroline Tanchay,4259,10
1566478310240623,Francis Tolentino,Francis Tolentino PH,3423,14
1922749344643532,The World Tonight,The World Tonight,3259,25
315452865504416,ChildFund Philippines,ChildFund Philippines,2288,4
118263363420286,Pilipinas Today Ilocos,WFPH,2127,17
197171390303624,Arlene B. Arcillas,Arlene B. Arcillas,2082,4
109571544118045,Comentaryong HAVEY,PBJ Mediaworks,1660,2
223618785182273,Pilipinas,WFPH,1648,11
100170811672425,Pilipinas Today Kyusi,WFPH,1527,12
495629064258114,Lolita Karen Javier,Lolita Karen Javier,1482,3
269175894020945,Pilipinas Today,WFPH,1471,6
701517253228758,DOSTv,DOSTv,1465,6
390884307668604,"Jose Mari ""Joey"" G. Peláez","Jose Mari ""Joey"" G. Peláez",1411,4
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1257,2
121843141182573,Ayala Corporation,Ayala Corporation,1153,1
107368992337953,Ernesto Puno Ortega,These ads ran without a disclaimer,1127,1
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1073,2
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,1067,3
176725369945441,Pilipinas Today,The World Tonight,1032,8
102550901310332,Pilipinas Visayas,WFPH,1030,12
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1017,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1012,4
48688071399,Greenpeace Philippines,Greenpeace Philippines,993,2
104616942239605,Inday Franz Gasataya,Inday Franz Gasataya,924,1
100562967966954,Filipinas Radyo AM,WFPH,847,10
122799741066892,National Youth Commission,National Youth Commission,803,2
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,776,2
438159769566830,EDC BINHI,EDC BINHI,749,3
205248039844,sedaLAW,sedaLAW,725,1
185986004827409,UNFPA Philippines,PLCPD,722,3
114540208900132,Erico Aris Aumentado,Erico Aris Aumentado,702,2
102834178189654,Sky Window Blinds,These ads ran without a disclaimer,690,1
558694637671776,Congressman  Pantaleon Alvarez,Congressman  Pantaleon Alvarez,647,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,640,5
103485942191411,Juan Bulletin,Polsure,631,2
228700014146287,Filipinas Bisaya,Filipinas Bisaya,630,8
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,626,2
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,560,2
106066225014933,BOKAL Dindo V. Dysico,BOKAL Dindo V. Dysico,529,2
102389359204185,Cagayan de Oro City Information Office,Cagayan de Oro City Information Office,518,8
102886345339673,Ben Patron,Ben Patron,506,1
1759941490758280,Jerry Treñas,Jerry Treñas,499,10
105894749077530,Ka Pina Garcia,Ka Pina Garcia,451,1
100877355420271,One to Tree,One to Tree,440,1
1710652982556834,Lee Ann Debuque,Lee Ann Debuque,436,5
102149044584904,Iparush kay Paras,Iparush kay Paras,422,2
126919387470670,Rufus B. Rodriguez,Rufus B. Rodriguez,416,2
104988244674974,Mobility Awards,The Climate Reality Project Philippines,414,4
105604828846674,Rose Lin,Friends of Rose Lin,404,2
103206424893248,Davao Consumer Movement,Davao Consumer Movement,403,2
522302631184659,Philippine Business for Environmental Stewardship,Philippine Business for Environmental Stewardship,398,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,396,1
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,393,4
102327208446392,FACTS,FACTS,379,1
147975588597216,Stratbase,Stratbase,377,1
330818486937353,John Dalipe - Page,John Dalipe - Page,370,3
107701168822758,Aksyon TV,Aksyon TV,338,2
705660422953865,About Metro Pacific,WFPH,334,4
254225618540932,Love ng QC si Teacher,Polsure,322,1
1332938170076882,Tatak QC,Polsure,316,1
374004705980904,Philippine Business for Education,Philippine Business for Education,292,2
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,289,2
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,283,4
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,239,1
100649511897423,John-John Garcia,Friends of John-John Garcia,239,1
1647474828693396,Bong Go,Bong Go,236,3
333701057319933,MAYOR RAJIV ENAD,Friends of Mayor Rajiv Enad,235,2
107525411171131,Cong. Gabby Bordado,Gabby Bordado,234,1
2271543113085523,Pilipinas Today AM,WFPH,219,1
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,218,4
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",213,3
105969951219886,Sibika.ph,Philippine Business for Education Inc.,211,2
108542378342593,Senior Citizens Partylist - Cong. Ompong Ordanes,Senior Citizens Party-list,209,2
100805324763895,Provincial Government of Bohol,Provincial Government of Bohol,207,1
234749586876960,Tyron Uy,Team Walang Iwanan,205,2
352659278684227,MP Marjanie S. Mimbantas Macasalong,MP Marjanie S. Mimbantas Macasalong,200,4
737737929741817,Advocates Philippines,Advocates Philippines,195,1
505887912898325,Positive Energy,Energy Development Corporation,191,2
555503991321280,Geraldine Roman,Sulong Pilipinas,160,1
237494442937195,Daily Guardian,Prometheus,158,1
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.","Vice Mayor Angelito ""Totie"" Lazaro Jr.",156,2
185249216292117,Atty. E-K Almero,Atty. E-K Almero,155,1
102537568409751,Your Lucky Shirt,These ads ran without a disclaimer,148,1
248113532485940,Alexie B. Tutor,Alexie B. Tutor,147,1
290009901573686,SK Federation of Pagbilao,SK Federation of Pagbilao,141,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr","Teodorico ""Nonong"" T Haresco, Jr",139,2
222187917795664,Social Watch Philippines,Social Watch Philippines,131,1
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,115,2
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,110,1
517082475052732,Gerick Francisco,Gerick Francisco,108,2
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,106,1
117678194597114,EDGAR Lapiña,EDGAR Lapiña,104,1
104145285031597,Mayor Sammy Co,Mayor Sammy Co,102,1
107452474088522,Joey Cuenco Manguerra,Joey Cuenco Manguerra,102,1
104001402372027,Vice Mayor Mark Villaluna Galsim,Vice Mayor Mark Villaluna Galsim,≤100,1
101924419425342,Don Pepot,These ads ran without a disclaimer,≤100,1
110588098572284,Maharlika News PH.,Maharlika News PH.,≤100,1
108155078312735,Councilor Carlo Mendoza,Councilor Carlo Mendoza,≤100,1
537843086665379,City Inquirer,City Inquirer,≤100,1
1513598595608136,Konsehal Phillip Yerro Kimpo,Konsehal Phillip Yerro Kimpo,≤100,2
186667502068528,Larry De Costa,WFPH,≤100,1
374219229736809,Julius Bacote Frago,Julius Bacote Frago,≤100,3
239155093467618,YuR Souvenir Shop,These ads ran without a disclaimer,≤100,1
245321678948512,Corazon Funeral Services,These ads ran without a disclaimer,≤100,1
178941529519837,Edgar M. Chatto,Edgar M. Chatto,≤100,1
100177969374124,Quality Source Philippines,These ads ran without a disclaimer,≤100,3
312768352778486,Atty. Gigi B. Aggabao CPA,Atty. Gigi B. Aggabao CPA,≤100,1
106359454338912,Power Vic,Power Vic,≤100,1
226677414910322,Congresswoman Baby Aline Vargas Alfonso,Congresswoman Baby Aline Vargas Alfonso,≤100,1
105975438884322,Agapeleo Accounting Services,These ads ran without a disclaimer,≤100,1
102208504940825,BUY-CO ONLINE,These ads ran without a disclaimer,≤100,1
107463358538636,planetGOLD Philippines,planetGOLD Philippines,≤100,2
388689438381348,Mike Defensor,The Mike Defensor Organization,≤100,1
730640463621024,Tanauan Leyte - A Delightful Place,Tanauan Leyte - A Delightful Place,≤100,1
247331620535579,Mike Defensor,The Mike Defensor Organization,≤100,1
100108226244136,PH 24 ORAS,Message Doctor PH Company,≤100,1
107709755469083,Bayan ng Magigiting,Message Doctor PH Company,≤100,1
100173486265813,Malayang Pilipinas,Message Doctor PH Company,≤100,1
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,≤100,1
366797844060990,Now You Know,Now You Know,≤100,3
105537992506657,Mayor Esmie Pineda,Mayor Esmie Pineda,≤100,1
112586745088105,rechtsanwalt.lehner,These ads ran without a disclaimer,≤100,1
112131201686528,SUPER KAP,The Message Booster Corp.,≤100,1
113167608417757,Pia Atutubo SK Chairwoman,Pia Atutubo SK Chairwoman,≤100,1
1829267970657926,The Bohol Marites,The Bohol Marites,≤100,1
107344342185946,Councilor Omar Buenafe,Councilor Omar Buenafe,≤100,1
100305849167750,Born To Know,These ads ran without a disclaimer,≤100,1
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
105526014771322,"Jamail ""Atty. Jam"" Macla","Jamail ""Atty. Jam"" Macla",≤100,1
529901257160994,Paz Radaza,Klin Mar Mejo,≤100,1
104009832720708,𝐵𝐿𝑂𝑂𝑀 𝐾𝐴𝑇𝐶𝐻𝐴,These ads ran without a disclaimer,≤100,1
732310643541184,MIB Photoman Integrated,These ads ran without a disclaimer,≤100,1
110076991402088,"R.B. Accounting Office - Business Compliance, Tax and Bookkeeping Services",These ads ran without a disclaimer,≤100,1
102684712090159,Mayor Glenn Pampolina Flores,EMPORIA ANALYTICS,≤100,3
107529005343257,"Linda ""Grace"" Dumoran Espenilla",These ads ran without a disclaimer,≤100,1
104466657723001,Kapitan Vivian Reyes Yupangco,These ads ran without a disclaimer,≤100,1
2068911533393188,Mr Jp Amazing,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
107323325604626,Team ETAW Caravana,Team ETAW Caravana,≤100,1
166107624078770,Camanava News,Camanava News,≤100,2
552721801408793,Marikina PIO,These ads ran without a disclaimer,≤100,1
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,≤100,1
100854848408074,Kencel DIGITAL Tshirt Printing And Pvc id Printing,These ads ran without a disclaimer,≤100,1
1834789966772015,Holy Bible Project,These ads ran without a disclaimer,≤100,1
615355305290936,Isabela City Tourism,These ads ran without a disclaimer,≤100,1
100107185753805,Rep. Claudine Bautista,Rep. Claudine Bautista,≤100,1
802090139805877,Tony Marioghae,These ads ran without a disclaimer,≤100,1
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100,2
107562341786061,Dov Stories,These ads ran without a disclaimer,≤100,1
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,≤100,1
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,2
109354571219692,WePlay App,These ads ran without a disclaimer,≤100,2
106875275519862,Morocco AM 2023,These ads ran without a disclaimer,≤100,2
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
133092590064183,Koktail Magazine - TFR,These ads ran without a disclaimer,≤100,1
