Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
126567104406,Hyresgästföreningen,Hyresgästföreningen,18854,41
608975645850217,Vattenfall,Vattenfall Sverige,13057,34
109886133732943,RESCUE - Sverige,RESCUE - Sverige,10643,3
114526821939129,Arla,Arla,9799,8
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,9692,25
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,6086,8
382243262003,Plan International Sverige,Plan International Sverige,5959,13
122074554119,EU Social,EU Social,5931,6
643137272398136,Sverige för UNHCR,Sverige för UNHCR,5799,12
162985227114132,Skellefteå Kraft,Skellefteå Kraft,5683,10
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),5604,30
72659261793,Rädda Barnen,Rädda Barnen,5463,28
186513678039755,Fortum,Fortum Sverige,4005,32
369582590803,Dagens ETC,ETC-tidningarna,3983,23
111699453757094,Soft Towel Games,These ads ran without a disclaimer,3691,4
111630258867610,Röda Korset,Röda Korset,3391,16
95735961890,Greenpeace Sverige,Greenpeace Sverige,3362,68
314872662206,Ekonomifakta,Ekonomifakta,3283,65
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,2780,5
110605492300,RFSL,RFSL,2721,4
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,2687,5
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2426,22
59324455950,UNICEF Sverige,UNICEF Sverige,2120,16
178193355556765,Nordström Assistans AB,Nordström Assistans AB,2119,4
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,1941,3
178362315106,European Parliament,European Parliament,1909,8
379686162129542,Svea Bank,Svea Ekonomi,1894,11
42676805259,Diakonia,Diakonia,1637,10
989752884508948,Muharrem Demirok,Centerpartiet,1625,2
1757191391203190,Proethos fond,Proethos AB,1508,8
195379633820701,Svenskt Kött,Svenskt Kött,1460,13
473986345974754,Njutafilms & Studio S (Bio),Njutafilms & Studio S (Bio),1377,4
223302541061447,Nema Problema,Nema Problema,1072,27
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1064,3
153270724787,Amnesty International Sverige,Amnesty International Sverige,1055,9
8040892957,Socialdemokraterna,Socialdemokraterna,917,9
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,845,11
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,829,20
109609604086656,Vejpkollen.se,Vejpkollen.se,805,3
809338299217333,Svenska Epoch Times,Svenska Epoch Times,798,3
506685746198996,DebattNytt,DebattNytt,730,1
91217182731,Nordiska museet,Nordiska museet,673,9
19746853632,Djurens Rätt,Djurens Rätt,669,1
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,661,8
166406746310,Resumé,Resumé,653,2
237146235237,Timbro,Tankesmedjan Timbro,648,48
1267325956645384,Bonzi,Bonzi,591,2
328754490337,Vårdförbundet,Vårdförbundet,590,23
103296115466644,Skattenytta,Kommissionen för Skattenytta,584,8
290735261080438,Moderaterna i Göteborg,Moderaterna i Göteborg,575,1
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,543,10
732284166977797,Odlarna.se,Odlarna.se,536,4
