Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
964080723662055,Carlos Subirana Responde,Editorial CSS,146,1
1404045426527172,Tribunal Supremo Electoral,Tribunal Supremo Electoral,≤100,1
100421178670997,Grande mi Oruro,Coordenada Digital,≤100,5
243304844475,Arte Y Cultura Boliviana,These ads ran without a disclaimer,≤100,1
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100,2
816640765136234,ChildFund Bolivia,ChildFund Bolivia,≤100,1
101474925226154,Urbanizaciones Buen Vivir,These ads ran without a disclaimer,≤100,2
2261413827506055,Diálogo Político,These ads ran without a disclaimer,≤100,1
565643756889694,Viceministerio de Deportes del Estado Plurinacional de Bolivia,Viceministerio de Deportes del Estado Plurinacional de Bolivia,≤100,1
104637582350488,Mary inmobiliaria te confiol,These ads ran without a disclaimer,≤100,1
113376820321312,Tierra Digna,Coordenada Digital,≤100,2
100776625391484,Mariel Marin Morales,These ads ran without a disclaimer,≤100,1
44514423387,Miuki Madelaire,These ads ran without a disclaimer,≤100,1
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,≤100,1
222490514559847,Comunicación del Estado Plurinacional de Bolivia,These ads ran without a disclaimer,≤100,4
322865159833,RCD Espanyol de Barcelona,These ads ran without a disclaimer,≤100,5
409388396198516,Freeda ES,These ads ran without a disclaimer,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
113480504938094,Fun facts,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
244196442342820,Muslim Pro,These ads ran without a disclaimer,≤100,1
