Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,484910,12
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,203507,5
105845511087981,TRUYỀN HÌNH AN VIÊN,TRUYỀN HÌNH AN VIÊN,157770,5
1507429892822619,BOM Money,BOM Money,95902,1
108580683901191,Hỏi Đáp Nam Khoa,These ads ran without a disclaimer,78162,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,76383,2
111831663772285,BOMvn,BOMvn,50514,2
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,50314,4
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,45635,1
635258167101587,Casa Seguro,These ads ran without a disclaimer,31658,2
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,23963,1
565208910168178,HKTDC 香港貿發局,These ads ran without a disclaimer,17602,9
113716137756033,S Heaven - Định cư thành công,These ads ran without a disclaimer,13130,1
106517848843109,Theanh28 News,These ads ran without a disclaimer,12943,1
107234488902500,Reading Everyday,These ads ran without a disclaimer,11665,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,9635,1
110556450459411,Nhân Lực Nam Hà,These ads ran without a disclaimer,6750,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,3559,2
101290431901627,Fine Market,These ads ran without a disclaimer,817,1
101508055149960,Chuyện trò với Bình Book,These ads ran without a disclaimer,814,1
100190251454228,Bình Bán Book,These ads ran without a disclaimer,≤100,1
166738750044444,Sunway Group,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
106145570934769,សេះមាស TV,These ads ran without a disclaimer,≤100,1
36511036382,Central European University,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
101894826563370,Sotheby's,These ads ran without a disclaimer,≤100,1
1909154786072245,Verkada,These ads ran without a disclaimer,≤100,1
176312779081792,Hitachi Asia,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
167327710092323,Mollaei Law,These ads ran without a disclaimer,≤100,1
118639281487125,CHINAPLAS,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
115714223158581,Jurnal Koh Wang Xin,These ads ran without a disclaimer,≤100,1
100492851563682,Terminate Protego,These ads ran without a disclaimer,≤100,1
480934751930354,Luv4All: Mother Earth Warns. Wake Up Your Compassion,These ads ran without a disclaimer,≤100,1
1239952466122244,Adtalem Global Education,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,1
