Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,46000000,2
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,23250000,4
11449543593,Carlos Ocariz,an advertiser in Venezuela,18972337,119
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,10682408,3
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,6250000,2
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,5500000,2
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,5344954,2
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,2750000,1
304247300393,Juan Pablo Guanipa,an advertiser in Venezuela,1500000,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,271438,1
1786224525008587,Jose Vicente Alcalde,an advertiser in Venezuela,59999,1
100503681412259,educaconsciente,These ads ran without a disclaimer,31850,1
109484729082711,Climate Tracker,These ads ran without a disclaimer,30000,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,15000,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,3449,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1708788089341925,Polaris Awards,These ads ran without a disclaimer,≤100,2
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
253052458819946,Matsumoto Gun Corps,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
