Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,228779,59
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,129970,36
151159271594797,Systembolaget,Systembolaget,61097,9
608975645850217,Vattenfall,Vattenfall Sverige,38700,26
72659261793,Rädda Barnen,Rädda Barnen,37316,99
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,35761,30
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,33694,17
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,27399,4
109886133732943,RESCUE - Sverige,RESCUE - Sverige,25497,6
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,22781,43
111630258867610,Röda Korset,Röda Korset,19769,14
382243262003,Plan International Sverige,Plan International Sverige,17978,30
237813956289260,Maskrosbarn,Maskrosbarn,16997,10
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),14473,46
126567104406,Hyresgästföreningen,Hyresgästföreningen,14020,113
2265392953716988,Ilan De Basso,Socialdemokraterna i Europaparlamentet,13003,12
162985227114132,Skellefteå Kraft,Skellefteå Kraft,12714,13
59324455950,UNICEF Sverige,UNICEF Sverige,12536,27
369582590803,Dagens ETC,ETC-tidningarna,12020,33
161213770567846,Operation Smile Sverige,Operation Smile Sverige,11140,8
19746853632,Djurens Rätt,Djurens Rätt,11135,4
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,10931,49
95735961890,Greenpeace Sverige,Greenpeace Sverige,9358,74
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,5441,63
213543555380242,Socialdemokraterna i Europaparlamentet,Socialdemokraterna i Europaparlamentet,4604,8
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,4466,8
18880778360,ActionAid Sweden,ActionAid Sweden,4316,6
412192732132640,ECPAT Sverige,ECPAT Sverige,3994,34
186513678039755,Fortum,Fortum Sverige,3751,33
113710601984970,Barnfonden,Barnfonden,3713,10
