Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,14490,4
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,12298,10
26458152911,SOS Børnebyerne,SOS Børnebyerne,10188,18
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,7645,52
22030968736,Anima,Anima,7628,6
220361474643059,Arla,Arla,6909,15
65929129383,Røde Kors,Røde Kors,5522,51
399210657232918,PlanBørnefonden,PlanBørnefonden,5396,30
125934997444897,SuperBrugsen,Coop,4459,2
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,4062,39
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,3928,25
59143726810,Psykiatrifonden,Psykiatrifonden,3861,5
867877683280051,Weekendavisen,Weekendavisen,3375,26
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,3240,23
748887235210811,Obton Forvaltning A/S,Obton A/S,2632,16
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,2480,10
12787473132,Berlingske,Berlingske,2474,29
101875098313543,Andel,Andel,2473,11
105511328705392,HØRT,Børns Vilkår,1877,4
116269191760882,DSB,DSB,1650,1
55365680705,Greenpeace Danmark,Greenpeace Danmark,1381,24
304554445813,Videncentret Bolius,Videncentret Bolius,1326,13
250994288337708,Sex og Samfund,Sex og Samfund,1201,8
102154048301476,Lederstof.dk,Lederne,1099,24
133707013355759,Danner,Danner,1086,1
130388840342741,Danske Bank,Danske Bank,1028,4
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,995,3
437410226312057,Københavns Kommune,Københavns Kommune,987,8
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,856,22
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,813,2
126543540781090,Ældre Sagen,Ældre Sagen,711,16
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,683,1
1643818125897989,Fonden Novavi,Fonden Novavi,650,17
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,635,5
167891603415958,Lederne,Lederne,534,33
2047554945456852,Climaider,Climaider,525,4
114022008656246,Danmarks Indsamling,Danmarks Indsamling,520,1
72672361910,Børns Vilkår,Børns Vilkår,499,8
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,498,8
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,493,13
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,485,2
110560691837684,SolCompagniet,SolCompagniet,482,1
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,481,5
144098125661833,Nordea Invest,Nordea Invest,431,3
334571029981175,DM og MA studerende,DM,429,4
304554445813,Videncentret Bolius,Bolius,397,3
246977185497434,Plastic Change,Plastic Change,315,16
547601668763372,Lizette Risgaard,Fagbevægelsens Hovedorganisation,310,1
1704424023182897,Politiken Historie,Politiken Historie,284,11
314676938743,DM din akademiske fagforening,DM,270,6
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,266,1
246097715413231,Alkohol & Samfund,Alkohol & Samfund,262,7
1550050698545795,Artpusher,Artpusher,233,5
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,222,25
1437219173185225,Myhouse,CDM A/S,219,1
390925417751473,Erling Bonnesen,Erling Bonnesen,217,2
36664432940,Amnesty International Danmark,Amnesty Danmark,213,15
159933657497144,Lars Møller Pedersen,Lars Pedersen,211,2
145392175531068,JydskeVestkysten,JydskeVestkysten,202,3
1405355586351630,Carlsbergfondet,Carlsbergfondet,194,4
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,190,2
134531969945616,Folkebevægelsen mod EU,Folkebevægelsen mod EU,189,2
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,188,1
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,186,4
341299649231023,Zetland,Zetland,175,1
