Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1438703606372190,Elham Said Freiha,Elham Freiha,1105970,2
106197498149118,لبنان الكبير,Grand Lebanon,776418,18
1428873024044736,المدن - almodon,المدن - almodon‎,507463,10
112056958469490,SPI Lebanon,SPI Lebanon,492537,7
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,477612,4
110436471982277,Assaha.square,Assaha.square,321343,18
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,265373,5
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,238806,1
394633411339696,fiftyfiftylb,FiftyFiftylb,223881,1
107698404702208,Alkalima,Alkalima Onlime,194030,4
116141051407408,Amin Salam,Rami Salam,194030,2
137195823051820,Maharat Foundation,Maharat Foundation,119403,2
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,110448,5
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,104478,2
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,104478,1
129660230432028,Dr. Toufic Hindi,Toufic Hindi,74627,2
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,74627,1
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,73881,1
107800617419717,MYKA Foundation,Elie M. ElHelou,59701,2
109112633772887,180post,180Post,44776,2
104341405982762,AI+ Chat Assistant,These ads ran without a disclaimer,44776,1
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,44776,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,32951,1
105319651353770,Jusur,Jusur,29851,1
128417954019381,Al-Moltaka,Melhem Boustany,29851,1
108728968627122,Beirut24.org,Beirut24.org,29851,1
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,24478,1
121129357949826,Saida Online,Saida Online,14925,1
110470091436602,Ici Beyrouth,Ici beyrouth,14925,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,6
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
1490336211217327,AudioPhix,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
110436471982277,Assaha.square,These ads ran without a disclaimer,≤100,1
126205140373896,Valentine Dei,These ads ran without a disclaimer,≤100,1
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
101195012850076,مبادرة الدولة الديمقراطية الواحدة,مبادرة الدولة الديمقراطية الواحدة,≤100,1
1152288221548692,Design & Tech Kickstarter Projects,These ads ran without a disclaimer,≤100,1
188416711889702,Prisons Under Austerity,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,2
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
1304973099652147,Food and Travel,These ads ran without a disclaimer,≤100,1
114589821232581,Clean Energist,These ads ran without a disclaimer,≤100,1
