Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
689157954518219,Danielle Smith,United Conservative Party,8311,5
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,3672,50
163336718421,PSAC - AFPC,PSAC - AFPC,3622,58
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,3022,13
439345863190331,Brad Bradford,Brad Bradford Campaign,3011,36
405377872902754,Canada Action,Canada Action,2056,69
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,2031,157
102533697778225,Earth Day Canada,Jour de la Terre Canada,1972,11
169928686425623,UFCW Local 401,UFCW Local 401,1729,31
102828041144081,Here For Students,Ontario Secondary School Teachers' Federation (OSSTF),1606,6
6319213302,Heart & Stroke,Heart & Stroke,1212,1
115835521825983,UNHCR Canada,UNHCR Canada,1203,129
154462904588700,Enbridge Gas,Enbridge Gas,1159,84
270323369737229,Elections Alberta,Elections Alberta,1026,15
117109432079,CAMH Foundation,CAMH Foundation,986,46
108635379686,CNIB,CNIB,938,28
281999881613,World Vision Canada,World Vision Canada,890,9
376006035816016,Storyworth,These ads ran without a disclaimer,859,11
633812813408377,Elections Canada,Elections Canada,853,18
104386908631938,Pathways Alliance,Pathways Alliance,853,8
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,734,10
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,679,49
105020357850802,Pivot,Pivot,674,30
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,665,89
201940626493639,Jour de la Terre Canada,Jour de la Terre Canada,657,8
23543314803,CUPE SCFP,CUPE SCFP,619,10
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,617,9
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,599,12
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,577,67
177004795666755,Manitoba Government,Manitoba Government,552,15
85291563763,ICNA Relief Canada,ICNA Relief Canada,550,15
261752512263,Canadian Red Cross,Canadian Red Cross,520,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,501,2
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,499,12
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,498,2
283487578481273,Énergir,Énergir,492,10
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,477,53
235872037238940,She Is Indigenous,Les Femmes Michif Otipemisiwak / Women of the Métis Nation,473,132
245013842275891,CUPE Alberta,CUPE Alberta,466,7
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,456,19
31912359596,University of Saskatchewan,University of Saskatchewan,405,44
1097840090260804,National Police Federation,National Police Federation,402,103
107385241806,Plan International Canada,Plan International Canada,400,33
114849617772737,Care2 Canada,Press Pause Collective,392,17
510183342342621,Bell MTS,Lavanya Rajaian,381,4
