Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,8945,25
291177524360702,Partidul Social Democrat,Partidul Social Democrat,1894,6
178362315106,European Parliament,European Parliament,1609,5
207741001672,Speranta pentru Romania,Speranta pentru Romania,935,32
163943696987223,Ziarul Puterea,Ziarul Puterea,911,28
168243139877442,BZI,BZI,635,6
138896782840976,Biroul Parlamentului European în România,Biroul Parlamentului European în România,600,3
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,427,2
106601982707612,Fundatia Vodafone Romania,Fundatia Vodafone Romania,343,3
988607871174850,Grupul de Investigatii Politice,Grupul de Investigatii Politice,282,1
108295090637741,ASAP România,Fundatia The Institute,280,2
114319753592403,AFACERI.news,Horia-Marius Bogdan,271,8
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,271,7
686190454826244,Declic,Declic,254,129
731035500293728,Siegfried Muresan,Siegfried Muresan,252,2
123526378261795,Stiri Locale,Stiri Locale,221,5
176989973158138,Guvernare.net,Guvernare.net,219,4
1504323906337545,Litere.net,litere.net,218,2
110665943772240,Virgil Pirvulescu,Virgil Pirvulescu,212,1
112664490103704,Salvăm România,Salvăm România,206,4
490181697757865,Antal Lóránt,Birou Senatorial Antal Lóránt Szenátori Iroda,188,4
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,178,3
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,150,11
109518833786428,LOGS Grup de Inițiative Sociale,LOGS Grup de Inițiative Sociale,144,1
104903512152451,Ionel Sandu - Pagina Oficiala,Ionel Sandu,140,2
182546041796641,Costel Alexe,Costel Alexe,136,1
557284874779877,Mihai Coteț,Mihai Cotet,131,1
220579784732993,Daniel Buda,Buda Daniel,131,4
203522683752565,Stelian Bujduveanu,Bujduveanu Stelian,127,5
108312994755354,USR Tineret Mureș,USR Tineret Mureș,125,2
166863787317,Bitdefender,These ads ran without a disclaimer,125,4
243027859216579,Alfred Simonis,Partidul Social Democrat,124,7
107236228539491,Ion Belu,Ion Belu,123,2
211062256194413,7 IASI,7 IASI,121,1
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,120,5
1871260176434584,USR Ilfov,USR Ilfov,119,2
149371012371397,Newsweek Romania,Newsweek Romania,114,2
444661942362092,USR Sector 4,USR Sector 4,112,2
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Gabriel Bujor,111,5
108567267960950,Gabriel Lupulescu,Gabriel Lupulescu,109,1
110714784883015,Bogdan Dumea,DUMEA BOGDAN-MIHAI,101,8
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,≤100,2
112599703659958,Green News,ASOCIATIA GREEN ACADEMY,≤100,3
104618144609732,Szenner Zoltan,Szenner Zoltan,≤100,1
2546711162025064,Politice.net,politice.net,≤100,1
1047658422027323,Dan Ivan,Ivan Dan,≤100,3
