Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
362328664703,Start Talking Kenya,Well Made Strategy,4441,30
1506723769658512,Susan Kihika,Susan Kihika,782,3
100835685957727,PRO PEACE KENYA,PRO PEACE KENYA,398,2
101179052267685,Bahati Ng-Cdf,Bahati Ng-Cdf,338,2
102826972150258,Hon. Mrembo Irene Njoki,Hon. Mrembo Irene Njoki,233,2
105833652399018,Maina Karobia,Maina Karobia,199,1
119405895873,Huawei,These ads ran without a disclaimer,156,1
115062471932552,Centre For Multiparty Democracy,These ads ran without a disclaimer,152,1
112754900441156,DR. Kiarie Badilisha,DR. Kiarie Badilisha,145,1
115591005188475,Global Times,These ads ran without a disclaimer,141,1
135156639833927,United Nations OCHA,These ads ran without a disclaimer,121,2
100321965888531,Mrembo na Kazi,Mrembo na Kazi,≤100,1
1400771023469241,Anne Waiguru,Anne Waiguru,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
117905244683581,beoursuperhero,These ads ran without a disclaimer,≤100,1
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
110427138781843,31n1-0711,These ads ran without a disclaimer,≤100,1
145136288859515,GQ South Africa,These ads ran without a disclaimer,≤100,1
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,1
9053837495,UN SDG Action Campaign,These ads ran without a disclaimer,≤100,1
1306086469482572,Ricardo Miranda,These ads ran without a disclaimer,≤100,1
342797809153122,American Institute of Extended Studies - AIES,These ads ran without a disclaimer,≤100,1
395997657147730,صحيفة الشعب اليومية أونلاين بالعربية,These ads ran without a disclaimer,≤100,1
216650141692498,DEIDO BOY MAGAZINE,These ads ran without a disclaimer,≤100,1
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
827791167412721,Ekran System,These ads ran without a disclaimer,≤100,1
100305849167750,Born To Know,These ads ran without a disclaimer,≤100,2
107828158232221,CCCC First Highway Engineering Group,These ads ran without a disclaimer,≤100,1
105580002596272,Dggj-1428,These ads ran without a disclaimer,≤100,1
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
105085411518160,Albert Hilaire Anoubon Momo,These ads ran without a disclaimer,≤100,1
111417888662937,Sfdrfh-1423,These ads ran without a disclaimer,≤100,1
